TEAM_NAME,GP,W,L,W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE
,5,2,3,0.4,143,323,0.443,18,78,0.231,117,166,0.705,46,105,151,57,76.0,35,16,19,139,161,421,7.0,2007-08,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51
,5,2,3,0.4,143,323,0.443,18,78,0.231,117,166,0.705,46,105,151,57,76.0,35,16,19,139,161,421,7.0,2007-08,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479
,5,2,3,0.4,143,323,0.443,18,78,0.231,117,166,0.705,46,105,151,57,76.0,35,16,19,139,161,421,7.0,2007-08,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471
,5,2,3,0.4,143,323,0.443,18,78,0.231,117,166,0.705,46,105,151,57,76.0,35,16,19,139,161,421,7.0,2007-08,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459
,5,2,3,0.4,143,323,0.443,18,78,0.231,117,166,0.705,46,105,151,57,76.0,35,16,19,139,161,421,7.0,2007-08,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4
,5,2,3,0.4,143,323,0.443,18,78,0.231,117,166,0.705,46,105,151,57,76.0,35,16,19,139,161,421,7.0,2007-08,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08,95.9,96.1,-0.3,0.507,0.72,13.3,0.356,0.594,0.486,0.243,0.472,0.534,92.88,387,0.573
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08,96.4,98.5,-2.0,0.406,0.6,11.2,0.288,0.615,0.462,0.239,0.505,0.541,94.8,394,0.511
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08,95.9,96.1,-0.3,0.507,0.72,13.3,0.356,0.594,0.486,0.243,0.472,0.534,92.88,387,0.573
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08,96.4,98.5,-2.0,0.406,0.6,11.2,0.288,0.615,0.462,0.239,0.505,0.541,94.8,394,0.511
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08,95.9,96.1,-0.3,0.507,0.72,13.3,0.356,0.594,0.486,0.243,0.472,0.534,92.88,387,0.573
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08,96.4,98.5,-2.0,0.406,0.6,11.2,0.288,0.615,0.462,0.239,0.505,0.541,94.8,394,0.511
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08,95.9,96.1,-0.3,0.507,0.72,13.3,0.356,0.594,0.486,0.243,0.472,0.534,92.88,387,0.573
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08,96.4,98.5,-2.0,0.406,0.6,11.2,0.288,0.615,0.462,0.239,0.505,0.541,94.8,394,0.511
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08,95.9,96.1,-0.3,0.507,0.72,13.3,0.356,0.594,0.486,0.243,0.472,0.534,92.88,387,0.573
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08,96.4,98.5,-2.0,0.406,0.6,11.2,0.288,0.615,0.462,0.239,0.505,0.541,94.8,394,0.511
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08,95.9,96.1,-0.3,0.507,0.72,13.3,0.356,0.594,0.486,0.243,0.472,0.534,92.88,387,0.573
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08,96.4,98.5,-2.0,0.406,0.6,11.2,0.288,0.615,0.462,0.239,0.505,0.541,94.8,394,0.511
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08,95.9,96.1,-0.3,0.507,0.72,13.3,0.356,0.594,0.486,0.243,0.472,0.534,92.88,387,0.573
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08,96.4,98.5,-2.0,0.406,0.6,11.2,0.288,0.615,0.462,0.239,0.505,0.541,94.8,394,0.511
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391
,5,3,2,0.6,174,360,0.483,43,110,0.391,120,170,0.706,51,146,197,77,105.0,31,22,24,157,149,511,32.0,2007-08,91.5,85.4,6.1,0.497,0.68,12.6,0.37,0.659,0.521,0.246,0.446,0.498,100.8,422,0.636
,5,3,2,0.6,174,360,0.483,43,110,0.391,120,170,0.706,51,146,197,77,105.0,31,22,24,157,149,511,32.0,2007-08,95.3,89.7,5.6,0.381,0.51,9.2,0.454,0.663,0.554,0.245,0.43,0.486,92.18,359,0.577
,5,3,2,0.6,174,360,0.483,43,110,0.391,120,170,0.706,51,146,197,77,105.0,31,22,24,157,149,511,32.0,2007-08,107.1,99.8,7.3,0.443,0.73,12.6,0.304,0.61,0.469,0.22,0.543,0.588,114.84,477,0.566
,5,3,2,0.6,174,360,0.483,43,110,0.391,120,170,0.706,51,146,197,77,105.0,31,22,24,157,149,511,32.0,2007-08,100.7,97.4,3.3,0.432,0.75,12.2,0.341,0.623,0.478,0.214,0.501,0.533,109.08,453,0.504
,5,3,2,0.6,174,360,0.483,43,110,0.391,120,170,0.706,51,146,197,77,105.0,31,22,24,157,149,511,32.0,2007-08,101.6,100.9,0.7,0.329,0.46,8.8,0.435,0.617,0.524,0.248,0.478,0.541,101.83,436,0.485
,5,3,2,0.6,143,333,0.429,11,34,0.324,89,124,0.718,50,142,192,71,104.0,30,19,15,133,149,386,29.0,2007-08,91.5,85.4,6.1,0.497,0.68,12.6,0.37,0.659,0.521,0.246,0.446,0.498,100.8,422,0.636
,5,3,2,0.6,143,333,0.429,11,34,0.324,89,124,0.718,50,142,192,71,104.0,30,19,15,133,149,386,29.0,2007-08,95.3,89.7,5.6,0.381,0.51,9.2,0.454,0.663,0.554,0.245,0.43,0.486,92.18,359,0.577
,5,3,2,0.6,143,333,0.429,11,34,0.324,89,124,0.718,50,142,192,71,104.0,30,19,15,133,149,386,29.0,2007-08,107.1,99.8,7.3,0.443,0.73,12.6,0.304,0.61,0.469,0.22,0.543,0.588,114.84,477,0.566
,5,3,2,0.6,143,333,0.429,11,34,0.324,89,124,0.718,50,142,192,71,104.0,30,19,15,133,149,386,29.0,2007-08,100.7,97.4,3.3,0.432,0.75,12.2,0.341,0.623,0.478,0.214,0.501,0.533,109.08,453,0.504
,5,3,2,0.6,143,333,0.429,11,34,0.324,89,124,0.718,50,142,192,71,104.0,30,19,15,133,149,386,29.0,2007-08,101.6,100.9,0.7,0.329,0.46,8.8,0.435,0.617,0.524,0.248,0.478,0.541,101.83,436,0.485
,5,3,2,0.6,118,285,0.414,9,40,0.225,97,152,0.638,66,111,177,45,88.0,24,20,21,133,147,342,21.0,2007-08,91.5,85.4,6.1,0.497,0.68,12.6,0.37,0.659,0.521,0.246,0.446,0.498,100.8,422,0.636
,5,3,2,0.6,118,285,0.414,9,40,0.225,97,152,0.638,66,111,177,45,88.0,24,20,21,133,147,342,21.0,2007-08,95.3,89.7,5.6,0.381,0.51,9.2,0.454,0.663,0.554,0.245,0.43,0.486,92.18,359,0.577
,5,3,2,0.6,118,285,0.414,9,40,0.225,97,152,0.638,66,111,177,45,88.0,24,20,21,133,147,342,21.0,2007-08,107.1,99.8,7.3,0.443,0.73,12.6,0.304,0.61,0.469,0.22,0.543,0.588,114.84,477,0.566
,5,3,2,0.6,118,285,0.414,9,40,0.225,97,152,0.638,66,111,177,45,88.0,24,20,21,133,147,342,21.0,2007-08,100.7,97.4,3.3,0.432,0.75,12.2,0.341,0.623,0.478,0.214,0.501,0.533,109.08,453,0.504
,5,3,2,0.6,118,285,0.414,9,40,0.225,97,152,0.638,66,111,177,45,88.0,24,20,21,133,147,342,21.0,2007-08,101.6,100.9,0.7,0.329,0.46,8.8,0.435,0.617,0.524,0.248,0.478,0.541,101.83,436,0.485
,5,3,2,0.6,169,375,0.451,38,83,0.458,80,120,0.667,54,120,174,73,97.0,30,25,26,151,148,456,12.0,2007-08,91.5,85.4,6.1,0.497,0.68,12.6,0.37,0.659,0.521,0.246,0.446,0.498,100.8,422,0.636
,5,3,2,0.6,169,375,0.451,38,83,0.458,80,120,0.667,54,120,174,73,97.0,30,25,26,151,148,456,12.0,2007-08,95.3,89.7,5.6,0.381,0.51,9.2,0.454,0.663,0.554,0.245,0.43,0.486,92.18,359,0.577
,5,3,2,0.6,169,375,0.451,38,83,0.458,80,120,0.667,54,120,174,73,97.0,30,25,26,151,148,456,12.0,2007-08,107.1,99.8,7.3,0.443,0.73,12.6,0.304,0.61,0.469,0.22,0.543,0.588,114.84,477,0.566
,5,3,2,0.6,169,375,0.451,38,83,0.458,80,120,0.667,54,120,174,73,97.0,30,25,26,151,148,456,12.0,2007-08,100.7,97.4,3.3,0.432,0.75,12.2,0.341,0.623,0.478,0.214,0.501,0.533,109.08,453,0.504
,5,3,2,0.6,169,375,0.451,38,83,0.458,80,120,0.667,54,120,174,73,97.0,30,25,26,151,148,456,12.0,2007-08,101.6,100.9,0.7,0.329,0.46,8.8,0.435,0.617,0.524,0.248,0.478,0.541,101.83,436,0.485
,5,3,2,0.6,152,337,0.451,18,50,0.36,121,164,0.738,64,108,172,50,108.0,31,24,26,125,157,443,1.0,2007-08,91.5,85.4,6.1,0.497,0.68,12.6,0.37,0.659,0.521,0.246,0.446,0.498,100.8,422,0.636
,5,3,2,0.6,152,337,0.451,18,50,0.36,121,164,0.738,64,108,172,50,108.0,31,24,26,125,157,443,1.0,2007-08,95.3,89.7,5.6,0.381,0.51,9.2,0.454,0.663,0.554,0.245,0.43,0.486,92.18,359,0.577
,5,3,2,0.6,152,337,0.451,18,50,0.36,121,164,0.738,64,108,172,50,108.0,31,24,26,125,157,443,1.0,2007-08,107.1,99.8,7.3,0.443,0.73,12.6,0.304,0.61,0.469,0.22,0.543,0.588,114.84,477,0.566
,5,3,2,0.6,152,337,0.451,18,50,0.36,121,164,0.738,64,108,172,50,108.0,31,24,26,125,157,443,1.0,2007-08,100.7,97.4,3.3,0.432,0.75,12.2,0.341,0.623,0.478,0.214,0.501,0.533,109.08,453,0.504
,5,3,2,0.6,152,337,0.451,18,50,0.36,121,164,0.738,64,108,172,50,108.0,31,24,26,125,157,443,1.0,2007-08,101.6,100.9,0.7,0.329,0.46,8.8,0.435,0.617,0.524,0.248,0.478,0.541,101.83,436,0.485
,5,4,1,0.8,156,329,0.474,34,95,0.358,100,120,0.833,58,133,191,68,105.0,14,9,22,137,114,446,38.0,2007-08,106.7,97.4,9.3,0.436,0.65,12.2,0.409,0.641,0.535,0.251,0.526,0.584,100.44,418,0.567
,5,4,1,0.8,156,329,0.474,34,95,0.358,100,120,0.833,58,133,191,68,105.0,14,9,22,137,114,446,38.0,2007-08,103.2,98.8,4.5,0.366,0.6,10.5,0.436,0.687,0.566,0.231,0.483,0.531,98.12,403,0.541
,5,4,1,0.8,156,329,0.474,34,95,0.358,100,120,0.833,58,133,191,68,105.0,14,9,22,137,114,446,38.0,2007-08,97.5,94.2,3.2,0.377,0.49,9.7,0.39,0.618,0.508,0.258,0.473,0.533,103.01,434,0.523
,5,4,1,0.8,151,329,0.459,13,45,0.289,95,129,0.736,48,126,174,56,93.0,21,20,19,128,128,410,20.0,2007-08,106.7,97.4,9.3,0.436,0.65,12.2,0.409,0.641,0.535,0.251,0.526,0.584,100.44,418,0.567
,5,4,1,0.8,151,329,0.459,13,45,0.289,95,129,0.736,48,126,174,56,93.0,21,20,19,128,128,410,20.0,2007-08,103.2,98.8,4.5,0.366,0.6,10.5,0.436,0.687,0.566,0.231,0.483,0.531,98.12,403,0.541
,5,4,1,0.8,151,329,0.459,13,45,0.289,95,129,0.736,48,126,174,56,93.0,21,20,19,128,128,410,20.0,2007-08,97.5,94.2,3.2,0.377,0.49,9.7,0.39,0.618,0.508,0.258,0.473,0.533,103.01,434,0.523
,5,4,1,0.8,145,331,0.438,22,64,0.344,109,145,0.752,64,124,188,55,112.0,24,19,12,162,143,421,15.0,2007-08,106.7,97.4,9.3,0.436,0.65,12.2,0.409,0.641,0.535,0.251,0.526,0.584,100.44,418,0.567
,5,4,1,0.8,145,331,0.438,22,64,0.344,109,145,0.752,64,124,188,55,112.0,24,19,12,162,143,421,15.0,2007-08,103.2,98.8,4.5,0.366,0.6,10.5,0.436,0.687,0.566,0.231,0.483,0.531,98.12,403,0.541
,5,4,1,0.8,145,331,0.438,22,64,0.344,109,145,0.752,64,124,188,55,112.0,24,19,12,162,143,421,15.0,2007-08,97.5,94.2,3.2,0.377,0.49,9.7,0.39,0.618,0.508,0.258,0.473,0.533,103.01,434,0.523
,5,5,0,1.0,164,352,0.466,27,82,0.329,123,170,0.724,60,131,191,82,112.0,34,34,17,140,169,478,60.0,2007-08,104.4,90.7,13.7,0.5,0.73,13.2,0.401,0.684,0.542,0.245,0.504,0.56,110.28,458,0.666
,5,5,0,1.0,164,352,0.466,27,82,0.329,123,170,0.724,60,131,191,82,112.0,34,34,17,140,169,478,60.0,2007-08,98.2,88.2,10.0,0.388,0.74,10.5,0.333,0.686,0.502,0.185,0.444,0.505,103.8,433,0.649
,5,5,0,1.0,152,357,0.426,13,47,0.277,108,145,0.745,50,127,177,59,80.0,26,28,26,153,167,425,44.0,2007-08,104.4,90.7,13.7,0.5,0.73,13.2,0.401,0.684,0.542,0.245,0.504,0.56,110.28,458,0.666
,5,5,0,1.0,152,357,0.426,13,47,0.277,108,145,0.745,50,127,177,59,80.0,26,28,26,153,167,425,44.0,2007-08,98.2,88.2,10.0,0.388,0.74,10.5,0.333,0.686,0.502,0.185,0.444,0.505,103.8,433,0.649
,4,2,2,0.5,100,238,0.42,15,48,0.313,87,121,0.719,45,113,158,37,80.0,15,8,13,110,120,302,-15.0,2008-09,96.5,99.7,-3.2,0.37,0.46,9.1,0.377,0.699,0.545,0.256,0.452,0.518,94.65,313,0.481
,5,0,5,0.0,145,347,0.418,15,49,0.306,67,111,0.604,70,108,178,52,67.0,14,17,22,117,106,372,-20.0,2008-09,99.5,104.8,-5.3,0.356,0.78,10.1,0.408,0.622,0.507,0.177,0.44,0.47,92.6,378,0.401
,5,1,4,0.2,152,333,0.456,14,45,0.311,111,159,0.698,58,112,170,63,97.0,31,29,20,174,150,429,-7.0,2008-09,101.2,102.6,-1.4,0.414,0.65,11.2,0.412,0.559,0.487,0.229,0.477,0.532,101.88,424,0.477
,5,2,3,0.4,146,326,0.448,15,50,0.3,129,176,0.733,71,110,181,52,78.0,21,17,15,119,157,436,34.0,2008-09,110.7,102.3,8.4,0.356,0.67,9.7,0.456,0.665,0.554,0.198,0.471,0.54,94.44,394,0.57
,5,2,3,0.4,146,326,0.448,15,50,0.3,129,176,0.733,71,110,181,52,78.0,21,17,15,119,157,436,34.0,2008-09,93.1,93.6,-0.5,0.326,0.39,8.3,0.357,0.676,0.529,0.27,0.466,0.53,96.12,404,0.566
,5,2,3,0.4,146,326,0.448,15,50,0.3,129,176,0.733,71,110,181,52,78.0,21,17,15,119,157,436,34.0,2008-09,99.5,92.7,6.9,0.372,0.48,9.9,0.399,0.721,0.562,0.268,0.49,0.55,101.16,421,0.561
,5,2,3,0.4,146,326,0.448,15,50,0.3,129,176,0.733,71,110,181,52,78.0,21,17,15,119,157,436,34.0,2008-09,105.6,105.6,0.0,0.388,0.68,11.7,0.405,0.721,0.556,0.229,0.513,0.556,98.4,410,0.48
,5,2,3,0.4,146,326,0.448,15,50,0.3,129,176,0.733,71,110,181,52,78.0,21,17,15,119,157,436,34.0,2008-09,90.8,99.2,-8.4,0.431,0.62,11.3,0.349,0.562,0.465,0.236,0.466,0.507,95.29,403,0.473
