TEAM_NAME,GP,W,L,W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE
Cleveland Cavaliers,82,42,40,0.512,2990,6687,0.447,300,904,0.332,1634,2174,0.752,1117,2352,3469,1851,1141.0,654,461,419,1850,4,7914,65.0,2004-05,105.3,104.7,0.6,0.619,1.62,17.3,0.354,0.674,0.51,0.152,0.47,0.518,90.72,7516,0.51
Cleveland Cavaliers,82,50,32,0.61,2908,6412,0.454,497,1465,0.339,1689,2318,0.729,959,2511,3470,1560,1137.0,567,392,357,1733,1842,8002,183.0,2005-06,106.6,104.4,2.1,0.536,1.37,15.3,0.313,0.717,0.514,0.151,0.492,0.538,90.77,7510,0.51
Cleveland Cavaliers,82,50,32,0.61,2978,6658,0.447,494,1404,0.352,1484,2133,0.696,1039,2529,3568,1708,1177.0,625,353,349,1781,1804,7934,314.0,2006-07,104.4,100.6,3.8,0.574,1.45,16.2,0.327,0.721,0.518,0.155,0.484,0.522,91.59,7598,0.52
Cleveland Cavaliers,82,45,37,0.549,2937,6697,0.439,552,1544,0.358,1477,2061,0.717,1092,2563,3655,1640,1145.0,579,427,388,1712,1666,7903,-29.0,2007-08,104.8,105.4,-0.6,0.558,1.43,15.7,0.334,0.715,0.518,0.152,0.48,0.52,91.06,7540,0.49
Cleveland Cavaliers,82,66,16,0.805,3022,6454,0.468,656,1670,0.393,1523,2012,0.757,886,2574,3460,1663,1045.0,593,435,338,1663,1664,8223,732.0,2008-09,111.2,101.6,9.6,0.55,1.59,16.4,0.306,0.707,0.512,0.141,0.519,0.56,89.61,7395,0.559
Cleveland Cavaliers,82,61,21,0.744,3101,6391,0.485,602,1582,0.381,1569,2180,0.72,791,2692,3483,1835,1137.0,564,425,325,1591,1708,8373,535.0,2009-10,110.6,103.8,6.8,0.592,1.61,17.7,0.293,0.725,0.519,0.15,0.532,0.57,91.77,7573,0.552
Cleveland Cavaliers,82,19,63,0.232,2886,6647,0.434,509,1489,0.342,1546,2075,0.745,856,2449,3305,1720,1166.0,544,341,489,1648,1747,7827,-739.0,2010-11,101.5,110.9,-9.5,0.596,1.48,16.4,0.283,0.699,0.485,0.151,0.472,0.518,93.76,7715,0.441
Cleveland Cavaliers,66,21,45,0.318,2261,5360,0.422,440,1273,0.346,1178,1645,0.716,841,1949,2790,1308,1017.0,466,262,409,1317,1381,6140,-475.0,2011-12,100.0,107.6,-7.6,0.579,1.29,15.4,0.323,0.683,0.496,0.166,0.463,0.505,92.34,6140,0.439
Cleveland Cavaliers,82,24,58,0.293,2993,6901,0.434,547,1581,0.346,1380,1826,0.756,1004,2359,3363,1694,1149.0,647,334,560,1737,1615,7913,-384.0,2012-13,103.2,108.2,-5.0,0.566,1.47,15.9,0.326,0.695,0.5,0.15,0.473,0.514,93.25,7666,0.45
Cleveland Cavaliers,82,33,49,0.402,3036,6955,0.437,584,1640,0.356,1398,1861,0.751,989,2629,3618,1738,1163.0,579,304,461,1640,1599,8054,-270.0,2013-14,103.5,107.0,-3.6,0.572,1.49,16.2,0.314,0.711,0.508,0.149,0.479,0.518,93.69,7784,0.469
Cleveland Cavaliers,82,53,29,0.646,3089,6739,0.458,826,2253,0.367,1453,1934,0.751,911,2612,3523,1814,1171.0,603,340,368,1510,1685,8457,367.0,2014-15,110.1,105.3,4.8,0.587,1.55,17.1,0.311,0.711,0.513,0.152,0.52,0.557,93.23,7682,0.514
Cleveland Cavaliers,82,57,25,0.695,3171,6888,0.46,880,2428,0.362,1333,1783,0.748,873,2777,3650,1861,1114.0,551,317,362,1666,1690,8555,492.0,2015-16,110.2,103.9,6.3,0.587,1.67,17.4,0.294,0.742,0.519,0.143,0.524,0.558,93.82,7764,0.528
Cleveland Cavaliers,82,51,31,0.622,3275,6963,0.47,1067,2779,0.384,1431,1913,0.748,766,2821,3587,1858,1121.0,539,327,349,1486,1690,9048,261.0,2016-17,112.8,109.7,3.1,0.567,1.66,17.1,0.264,0.722,0.499,0.14,0.547,0.58,96.74,8019,0.51
Cleveland Cavaliers,82,50,32,0.61,3311,6950,0.476,981,2636,0.372,1488,1909,0.779,694,2761,3455,1916,1126.0,582,312,340,1524,1696,9091,77.0,2017-18,112.0,111.1,1.0,0.579,1.7,17.5,0.243,0.73,0.492,0.139,0.547,0.584,98.72,8114,0.502
Cleveland Cavaliers,82,19,63,0.232,3189,7184,0.444,847,2388,0.355,1342,1694,0.792,879,2619,3498,1698,1106.0,534,195,459,1642,1592,8567,-788.0,2018-19,106.8,116.8,-10.0,0.532,1.54,15.6,0.282,0.732,0.496,0.138,0.503,0.54,97.37,8021,0.436
Cleveland Cavaliers,73,21,52,0.288,2841,6264,0.454,801,2309,0.347,1098,1458,0.753,762,2370,3132,1625,1195.0,505,234,440,1320,1418,7581,-588.0,2019-20,105.8,113.9,-8.1,0.572,1.36,16.6,0.291,0.733,0.507,0.167,0.517,0.549,99.25,7165,0.449
Cleveland Cavaliers,72,22,50,0.306,2778,6175,0.45,720,2141,0.336,1200,1614,0.743,751,2327,3078,1716,1114.0,559,325,425,1308,1451,7476,-608.0,2020-21,105.2,113.5,-8.3,0.618,1.54,17.5,0.28,0.729,0.499,0.157,0.508,0.543,97.96,7107,0.46
Cleveland Cavaliers,87,46,41,0.529,3411,7319,0.466,998,2830,0.353,1445,1903,0.759,896,2941,3837,2151,1244.0,613,367,405,1526,1730,9265,157.0,2021-22,110.5,108.7,1.8,0.631,1.73,18.5,0.278,0.72,0.504,0.148,0.534,0.568,97.04,8385,0.516
Cleveland Cavaliers,87,54,33,0.621,3562,7346,0.485,986,2719,0.363,1526,1961,0.778,849,2697,3546,2122,1149.0,626,406,387,1646,1772,9636,438.0,2022-23,115.1,109.8,5.3,0.596,1.85,18.4,0.275,0.712,0.494,0.137,0.552,0.587,96.29,8375,0.529
Cleveland Cavaliers,88,54,34,0.614,3635,7600,0.478,1174,3194,0.368,1380,1804,0.765,872,2945,3817,2428,1199.0,639,427,437,1548,1658,9824,276.0,2023-24,114.6,111.4,3.3,0.668,2.03,20.0,0.278,0.72,0.503,0.14,0.556,0.585,97.86,8570,0.524
Cleveland Cavaliers,87,66,21,0.759,3821,7816,0.489,1353,3571,0.379,1469,1891,0.777,964,2948,3912,2416,1167.0,719,379,375,1584,1639,10464,778.0,2024-25,120.0,111.4,8.7,0.632,2.07,19.6,0.294,0.699,0.503,0.134,0.575,0.605,100.7,8719,0.544
Dallas Mavericks,82,53,29,0.646,3085,6716,0.459,517,1357,0.381,1552,1954,0.794,831,2571,3402,1740,1141.0,618,492,379,1907,9,8239,351.0,2000-01,105.6,101.2,4.4,0.564,1.52,16.5,0.272,0.678,0.481,0.146,0.498,0.544,94.52,7803,0.523
Dallas Mavericks,82,57,25,0.695,3200,6930,0.462,621,1645,0.378,1608,1994,0.806,918,2568,3486,1811,992.0,581,392,377,1842,8,8629,349.0,2001-02,110.3,106.0,4.3,0.566,1.83,16.9,0.285,0.683,0.487,0.127,0.507,0.553,94.36,7823,0.517
Dallas Mavericks,82,60,22,0.732,3161,6982,0.453,636,1668,0.381,1486,1793,0.829,912,2544,3456,1837,948.0,666,449,322,1730,8,8444,638.0,2002-03,109.3,101.0,8.3,0.581,1.94,17.3,0.277,0.677,0.478,0.123,0.498,0.543,93.75,7726,0.546
Dallas Mavericks,82,52,30,0.634,3322,7230,0.459,507,1456,0.348,1475,1854,0.796,1174,2538,3712,1963,1000.0,656,437,382,1609,3,8626,364.0,2003-04,110.4,105.9,4.5,0.591,1.96,17.7,0.335,0.686,0.507,0.128,0.495,0.536,94.62,7814,0.527
Dallas Mavericks,82,58,24,0.707,3058,6691,0.457,463,1273,0.364,1826,2314,0.789,990,2530,3520,1610,1102.0,708,461,399,1827,3,8405,471.0,2004-05,108.5,102.6,5.9,0.526,1.46,15.3,0.319,0.674,0.5,0.142,0.492,0.545,94.18,7749,0.537
Dallas Mavericks,82,60,22,0.732,2948,6375,0.462,416,1113,0.374,1818,2322,0.783,1030,2431,3461,1473,1112.0,593,488,400,1834,1938,8130,498.0,2005-06,109.9,103.2,6.7,0.5,1.32,14.6,0.347,0.69,0.522,0.15,0.495,0.55,89.3,7397,0.551
Dallas Mavericks,82,67,15,0.817,3010,6442,0.467,535,1404,0.381,1646,2045,0.805,920,2515,3435,1632,1140.0,560,408,312,1837,1811,8201,592.0,2006-07,109.7,102.1,7.6,0.542,1.43,16.0,0.32,0.719,0.522,0.152,0.509,0.559,90.68,7476,0.552
Dallas Mavericks,82,51,31,0.622,3025,6515,0.464,494,1403,0.352,1690,2075,0.814,883,2643,3526,1720,1037.0,490,402,357,1786,1739,8234,372.0,2007-08,109.5,104.7,4.8,0.569,1.66,16.7,0.3,0.716,0.514,0.138,0.502,0.554,91.38,7518,0.536
Dallas Mavericks,82,50,32,0.61,3128,6770,0.462,571,1632,0.35,1516,1852,0.819,909,2595,3504,1779,1043.0,591,429,334,1600,1645,8343,162.0,2008-09,109.0,107.0,2.0,0.569,1.71,17.0,0.297,0.707,0.504,0.136,0.504,0.55,92.68,7651,0.522
Dallas Mavericks,82,55,27,0.671,3140,6760,0.464,558,1498,0.372,1526,1870,0.816,834,2586,3420,1917,1059.0,624,449,337,1563,1652,8364,223.0,2009-10,107.8,105.0,2.8,0.611,1.81,18.0,0.279,0.697,0.493,0.137,0.506,0.552,93.6,7757,0.534
Dallas Mavericks,82,57,25,0.695,3069,6463,0.475,645,1768,0.365,1437,1850,0.777,780,2618,3398,1954,1145.0,557,352,303,1575,1650,8220,347.0,2010-11,108.4,104.1,4.4,0.637,1.71,18.7,0.278,0.713,0.504,0.151,0.525,0.565,92.24,7581,0.538
Dallas Mavericks,66,36,30,0.545,2398,5412,0.443,497,1464,0.339,1029,1334,0.771,665,2157,2822,1380,926.0,565,337,265,1226,1213,6322,63.0,2011-12,102.1,100.9,1.1,0.575,1.49,16.5,0.268,0.714,0.493,0.149,0.489,0.527,92.61,6195,0.51
Dallas Mavericks,82,41,41,0.5,3182,6892,0.462,606,1628,0.372,1323,1669,0.793,767,2670,3437,1906,1144.0,648,454,340,1698,1547,8293,-49.0,2012-13,104.7,105.4,-0.6,0.599,1.67,17.7,0.259,0.698,0.484,0.144,0.506,0.544,95.09,7917,0.502
Dallas Mavericks,82,49,33,0.598,3249,6858,0.474,721,1877,0.384,1378,1733,0.795,840,2514,3354,1935,1110.0,704,356,288,1636,1633,8597,197.0,2013-14,109.5,107.2,2.3,0.596,1.74,18.0,0.276,0.694,0.487,0.141,0.526,0.564,94.94,7852,0.521
Dallas Mavericks,82,50,32,0.61,3255,7036,0.463,732,2082,0.352,1386,1843,0.752,858,2608,3466,1846,1062.0,663,371,314,1644,1816,8628,238.0,2014-15,108.2,104.9,3.2,0.567,1.74,17.0,0.269,0.681,0.477,0.133,0.515,0.55,96.4,7976,0.521
Dallas Mavericks,82,42,40,0.512,3064,6900,0.444,806,2342,0.344,1454,1831,0.794,751,2781,3532,1813,1047.0,560,306,363,1595,1757,8388,-25.0,2015-16,105.5,105.9,-0.4,0.592,1.73,17.0,0.241,0.723,0.484,0.132,0.502,0.544,95.34,7950,0.503
Dallas Mavericks,82,33,49,0.402,2968,6750,0.44,878,2473,0.355,1215,1516,0.801,647,2516,3163,1705,972.0,614,307,280,1567,1591,8029,-240.0,2016-17,104.7,107.7,-3.0,0.574,1.75,16.8,0.216,0.733,0.465,0.127,0.505,0.541,93.11,7668,0.479
Dallas Mavericks,82,24,58,0.293,3128,7042,0.444,967,2688,0.36,1167,1530,0.763,666,2717,3383,1858,1007.0,578,310,369,1578,1604,8390,-249.0,2017-18,105.4,108.4,-2.9,0.594,1.85,17.3,0.224,0.749,0.478,0.127,0.513,0.544,96.53,7959,0.475
Dallas Mavericks,82,33,49,0.402,3182,7122,0.447,1022,3002,0.34,1541,2076,0.742,832,2884,3716,1918,1167.0,533,351,368,1650,1905,8927,-105.0,2018-19,108.7,110.1,-1.5,0.603,1.64,17.0,0.273,0.734,0.503,0.142,0.519,0.555,99.6,8216,0.492
Dallas Mavericks,80,46,34,0.575,3295,7139,0.462,1186,3240,0.366,1471,1893,0.777,836,2853,3689,1934,1036.0,510,391,335,1591,1712,9247,385.0,2019-20,115.4,110.7,4.7,0.587,1.87,17.5,0.276,0.737,0.508,0.129,0.545,0.58,100.26,8014,0.52
Dallas Mavericks,72,42,30,0.583,2958,6287,0.47,994,2744,0.362,1186,1524,0.778,657,2463,3120,1647,869.0,450,311,264,1396,1446,8096,163.0,2020-21,114.6,112.3,2.3,0.557,1.9,17.2,0.253,0.734,0.496,0.123,0.55,0.582,97.94,7062,0.51
Dallas Mavericks,87,53,34,0.609,3366,7343,0.458,1108,3195,0.347,1408,1834,0.768,806,2905,3711,1996,1097.0,594,345,336,1720,1751,9248,229.0,2021-22,111.6,108.8,2.8,0.593,1.82,17.6,0.259,0.729,0.495,0.132,0.534,0.567,95.68,8286,0.508
Dallas Mavericks,87,38,49,0.437,3433,7270,0.472,1292,3516,0.367,1640,2184,0.751,670,2693,3363,1961,1084.0,556,329,339,1849,1909,9798,-45.0,2022-23,114.8,115.5,-0.7,0.571,1.81,17.2,0.226,0.714,0.469,0.127,0.561,0.595,97.73,8534,0.483
Dallas Mavericks,87,54,33,0.621,3707,7731,0.479,1242,3396,0.366,1510,1994,0.757,863,2875,3738,2191,1095.0,609,422,355,1601,1784,10166,222.0,2023-24,116.7,114.3,2.4,0.591,2.0,18.2,0.262,0.71,0.487,0.126,0.56,0.59,100.83,8712,0.508
Dallas Mavericks,87,40,47,0.46,3597,7552,0.476,1066,2947,0.362,1540,2005,0.768,875,2842,3717,2163,1231.0,680,477,407,1550,1622,9800,-130.0,2024-25,113.0,114.6,-1.7,0.601,1.76,18.1,0.272,0.693,0.488,0.142,0.547,0.581,100.35,8674,0.495
Denver Nuggets,82,40,42,0.488,2979,6877,0.433,512,1444,0.355,1448,1964,0.737,1044,2583,3627,1970,1136.0,552,538,497,1820,3,7918,-202.0,2000-01,102.2,104.9,-2.8,0.661,1.73,18.0,0.306,0.69,0.497,0.147,0.47,0.511,93.98,7751,0.48
Denver Nuggets,82,27,55,0.329,2915,6870,0.424,423,1285,0.329,1306,1756,0.744,1117,2310,3427,1817,1205.0,613,462,560,1873,9,7559,-477.0,2001-02,100.3,106.6,-6.3,0.623,1.51,17.0,0.341,0.668,0.497,0.16,0.455,0.495,91.35,7537,0.442
Denver Nuggets,82,17,65,0.207,2689,6544,0.411,229,824,0.278,1294,1850,0.699,1112,2363,3475,1737,1514.0,712,422,538,2056,11,6901,-679.0,2002-03,91.2,100.1,-8.9,0.646,1.15,16.3,0.345,0.697,0.511,0.2,0.428,0.469,92.11,7568,0.425
Denver Nuggets,82,43,39,0.524,2993,6763,0.443,331,985,0.336,1655,2159,0.767,1083,2387,3470,1794,1278.0,745,520,479,1804,6,7972,88.0,2003-04,102.4,101.4,1.0,0.599,1.4,16.5,0.337,0.664,0.498,0.164,0.467,0.517,94.64,7786,0.505
Denver Nuggets,82,49,33,0.598,3038,6615,0.459,320,940,0.34,1765,2313,0.763,967,2473,3440,1958,1224.0,750,489,458,1878,6,8161,166.0,2004-05,104.7,102.6,2.2,0.645,1.6,18.0,0.313,0.678,0.497,0.157,0.483,0.535,94.68,7792,0.531
Denver Nuggets,82,44,38,0.537,3078,6672,0.461,350,1076,0.325,1721,2312,0.744,903,2486,3389,1921,1216.0,698,463,436,1863,1911,8227,19.0,2005-06,104.4,104.1,0.3,0.624,1.58,17.6,0.3,0.682,0.494,0.154,0.488,0.535,94.9,7877,0.512
Denver Nuggets,82,45,37,0.549,3164,6805,0.465,484,1440,0.336,1827,2449,0.746,1001,2558,3559,1920,1352.0,678,435,424,1756,1946,8639,133.0,2006-07,106.7,105.1,1.7,0.607,1.42,17.1,0.322,0.678,0.502,0.167,0.501,0.548,98.2,8093,0.514
Denver Nuggets,82,50,32,0.61,3307,7038,0.47,569,1605,0.355,1891,2519,0.751,918,2698,3616,2024,1203.0,752,551,393,1731,1950,9074,304.0,2007-08,108.9,105.5,3.4,0.612,1.68,17.7,0.292,0.686,0.494,0.144,0.51,0.557,100.58,8330,0.529
Denver Nuggets,82,54,28,0.659,3058,6510,0.47,548,1477,0.371,1891,2487,0.76,905,2507,3412,1820,1257.0,710,492,447,1874,1944,8555,280.0,2008-09,109.0,105.6,3.4,0.595,1.45,16.9,0.311,0.683,0.503,0.16,0.512,0.563,95.39,7848,0.529
Denver Nuggets,82,53,29,0.646,3124,6678,0.468,544,1517,0.359,1937,2508,0.772,889,2505,3394,1719,1136.0,683,417,438,1844,1943,8729,335.0,2009-10,110.8,106.5,4.4,0.55,1.51,16.1,0.304,0.687,0.498,0.144,0.509,0.561,95.61,7876,0.524
Denver Nuggets,82,50,32,0.61,3145,6613,0.476,662,1704,0.388,1859,2429,0.765,791,2652,3443,1813,1157.0,605,352,488,1719,1864,8811,390.0,2010-11,111.7,106.8,4.9,0.576,1.57,17.0,0.283,0.716,0.506,0.147,0.526,0.574,96.06,7888,0.524
Denver Nuggets,66,38,28,0.576,2572,5404,0.476,435,1311,0.332,1293,1760,0.735,738,2105,2843,1581,1015.0,540,330,439,1297,1452,6872,190.0,2011-12,108.3,105.1,3.2,0.615,1.56,17.9,0.316,0.705,0.515,0.16,0.516,0.556,95.03,6346,0.527
Denver Nuggets,82,57,25,0.695,3339,6983,0.478,521,1518,0.343,1505,2148,0.701,1092,2601,3693,2002,1253.0,762,533,554,1682,1775,8704,417.0,2012-13,109.3,104.2,5.1,0.6,1.6,17.8,0.345,0.675,0.513,0.157,0.515,0.549,95.92,7960,0.538
Denver Nuggets,82,36,46,0.439,3147,7042,0.447,702,1959,0.358,1563,2154,0.726,1009,2717,3726,1838,1305.0,615,459,459,1890,1778,8559,-176.0,2013-14,105.1,107.3,-2.2,0.584,1.41,16.4,0.31,0.703,0.505,0.16,0.497,0.536,98.95,8146,0.481
Denver Nuggets,82,30,52,0.366,3099,7158,0.433,660,2032,0.325,1462,1991,0.734,1012,2653,3665,1788,1166.0,641,367,504,1882,1698,8320,-291.0,2014-15,103.9,107.1,-3.3,0.577,1.53,16.2,0.303,0.7,0.494,0.146,0.479,0.518,96.87,8011,0.465
Denver Nuggets,82,33,49,0.402,3093,7003,0.442,656,1943,0.338,1513,1974,0.766,941,2718,3659,1858,1202.0,609,395,517,1723,1712,8355,-254.0,2015-16,104.9,108.2,-3.3,0.601,1.55,16.9,0.304,0.732,0.513,0.151,0.489,0.531,96.34,7963,0.479
Denver Nuggets,82,40,42,0.488,3377,7194,0.469,870,2365,0.368,1537,1986,0.774,966,2837,3803,2077,1226.0,568,323,404,1567,1653,9161,42.0,2016-17,112.2,111.7,0.4,0.615,1.69,18.2,0.314,0.753,0.532,0.15,0.53,0.568,99.18,8167,0.503
Denver Nuggets,82,46,36,0.561,3338,7102,0.47,940,2536,0.371,1404,1830,0.767,902,2748,3650,2059,1226.0,627,404,391,1533,1699,9020,121.0,2017-18,111.4,110.0,1.4,0.617,1.68,18.2,0.3,0.736,0.517,0.151,0.536,0.57,97.69,8095,0.511
Denver Nuggets,82,54,28,0.659,3439,7384,0.466,903,2571,0.351,1294,1714,0.755,972,2832,3804,2245,1102.0,634,363,407,1644,1675,9075,324.0,2018-19,112.1,108.1,4.0,0.653,2.04,19.3,0.308,0.744,0.524,0.136,0.527,0.558,98.49,8096,0.524
Denver Nuggets,77,47,30,0.61,3197,6770,0.472,836,2336,0.358,1225,1584,0.773,828,2534,3362,2026,1077.0,616,348,337,1575,1573,8455,133.0,2019-20,112.0,110.2,1.9,0.634,1.88,19.0,0.296,0.723,0.509,0.143,0.534,0.566,97.7,7546,0.515
Denver Nuggets,72,47,25,0.653,3114,6422,0.485,927,2462,0.377,1129,1406,0.803,758,2442,3200,1933,972.0,582,323,325,1374,1379,8284,355.0,2020-21,116.3,111.5,4.8,0.621,1.99,19.3,0.292,0.751,0.522,0.136,0.557,0.588,97.74,7123,0.525
Denver Nuggets,87,50,37,0.575,3570,7442,0.48,1090,3095,0.352,1439,1831,0.786,804,2997,3801,2366,1275.0,632,330,413,1740,1739,9669,149.0,2021-22,113.0,111.3,1.7,0.663,1.86,19.7,0.269,0.747,0.512,0.149,0.553,0.586,98.67,8560,0.513
Denver Nuggets,87,55,32,0.632,3719,7449,0.499,1010,2705,0.373,1432,1925,0.744,889,2845,3734,2461,1276.0,667,400,366,1616,1695,9880,243.0,2022-23,115.6,112.8,2.8,0.662,1.93,20.3,0.291,0.726,0.514,0.149,0.567,0.595,98.78,8544,0.524
Denver Nuggets,87,59,28,0.678,3771,7631,0.494,1018,2731,0.373,1328,1738,0.764,917,2906,3823,2515,1101.0,624,479,414,1570,1569,9888,448.0,2023-24,117.4,112.0,5.4,0.667,2.28,20.7,0.298,0.716,0.513,0.131,0.561,0.589,97.63,8421,0.534
Denver Nuggets,87,52,35,0.598,3856,7710,0.5,1030,2765,0.373,1562,2017,0.774,959,2978,3937,2620,1233.0,684,419,458,1543,1662,10304,316.0,2024-25,117.9,114.4,3.6,0.679,2.12,20.8,0.311,0.706,0.519,0.141,0.567,0.599,100.53,8737,0.529
Detroit Pistons,82,32,50,0.39,2919,6880,0.424,389,1112,0.35,1610,2233,0.721,1108,2626,3734,1629,1304.0,613,447,397,1955,7,7837,-139.0,2000-01,98.5,100.3,-1.8,0.558,1.25,14.9,0.325,0.691,0.505,0.164,0.453,0.498,96.15,7955,0.48
Detroit Pistons,82,50,32,0.61,2845,6301,0.452,567,1509,0.376,1478,1954,0.756,811,2366,3177,1765,1193.0,648,565,335,1695,6,7735,175.0,2001-02,103.2,100.9,2.3,0.62,1.48,17.3,0.277,0.676,0.481,0.159,0.497,0.54,91.38,7495,0.523
Detroit Pistons,82,50,32,0.61,2700,6277,0.43,533,1488,0.358,1559,2021,0.771,883,2445,3328,1620,1104.0,556,468,355,1748,13,7492,302.0,2002-03,102.4,98.2,4.2,0.6,1.47,16.2,0.294,0.707,0.499,0.151,0.473,0.523,88.26,7318,0.525
Detroit Pistons,82,54,28,0.659,2747,6314,0.435,333,968,0.344,1561,2074,0.753,1014,2492,3506,1702,1241.0,659,570,410,1664,4,7388,479.0,2003-04,100.3,93.9,6.5,0.62,1.37,16.6,0.332,0.686,0.512,0.168,0.461,0.511,89.34,7365,0.558
Detroit Pistons,82,54,28,0.659,2851,6421,0.444,363,1053,0.345,1588,2150,0.739,1054,2507,3561,1787,1133.0,576,497,367,1638,3,7653,317.0,2004-05,103.9,99.6,4.3,0.627,1.58,17.2,0.34,0.693,0.518,0.154,0.472,0.519,88.59,7364,0.542
Detroit Pistons,82,64,18,0.78,2983,6558,0.455,557,1451,0.384,1418,1950,0.727,975,2347,3322,1971,931.0,580,490,285,1513,1710,7941,547.0,2005-06,109.3,101.7,7.6,0.661,2.12,18.9,0.317,0.68,0.497,0.128,0.497,0.535,87.98,7268,0.557
Detroit Pistons,82,53,29,0.646,2942,6484,0.454,449,1305,0.344,1539,1988,0.774,948,2374,3322,1768,1001.0,583,472,290,1672,1668,7872,341.0,2006-07,107.4,102.6,4.8,0.601,1.77,17.3,0.307,0.678,0.493,0.137,0.488,0.535,88.56,7332,0.533
Detroit Pistons,82,59,23,0.72,2999,6551,0.458,487,1330,0.366,1507,1965,0.767,974,2423,3397,1831,956.0,583,472,319,1688,1618,7992,606.0,2007-08,109.8,101.5,8.3,0.611,1.92,17.8,0.327,0.7,0.513,0.131,0.495,0.539,88.54,7279,0.552
Detroit Pistons,82,39,43,0.476,2981,6559,0.454,377,1079,0.349,1388,1849,0.751,949,2448,3397,1689,973.0,493,377,342,1712,1612,7727,-40.0,2008-09,105.8,106.4,-0.6,0.567,1.74,16.7,0.311,0.711,0.508,0.133,0.483,0.524,88.02,7302,0.496
