TEAM_NAME,GP,W,L,W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON
Los Angeles Clippers,82,47,35,0.573,2993,6443,0.465,290,843,0.344,1694,2142,0.791,828,2704,3532,1708,1185.0,534,503,355,1872,1777,7970,129.0,2005-06
Los Angeles Lakers,82,45,37,0.549,2992,6607,0.453,552,1583,0.349,1618,2172,0.745,970,2488,3458,1734,1143.0,628,350,354,1894,1925,8154,205.0,2005-06
Memphis Grizzlies,82,49,33,0.598,2746,6125,0.448,590,1578,0.374,1476,2077,0.711,834,2379,3213,1586,1134.0,600,442,456,1757,1867,7558,303.0,2005-06
Miami Heat,82,52,30,0.634,3039,6355,0.478,497,1441,0.345,1616,2310,0.7,858,2675,3533,1692,1186.0,522,442,298,1871,1938,8191,317.0,2005-06
Milwaukee Bucks,82,40,42,0.488,2976,6566,0.453,507,1335,0.38,1561,2115,0.738,929,2448,3377,1769,1197.0,597,270,414,1902,1937,8020,-85.0,2005-06
Minnesota Timberwolves,82,33,49,0.402,2888,6340,0.456,310,942,0.329,1436,1895,0.758,811,2422,3233,1716,1189.0,559,471,374,1889,1736,7522,-154.0,2005-06
New Jersey Nets,82,49,33,0.598,2778,6317,0.44,477,1447,0.33,1658,2187,0.758,822,2539,3361,1884,1119.0,558,278,329,1903,1889,7691,112.0,2005-06
New Orleans/Oklahoma City Hornets,82,38,44,0.463,2831,6428,0.44,300,885,0.339,1649,2176,0.758,918,2379,3297,1519,1095.0,611,311,432,1786,1910,7611,-231.0,2005-06
New York Knicks,82,23,59,0.28,2822,6205,0.455,320,884,0.362,1878,2587,0.726,1033,2360,3393,1468,1449.0,555,271,436,2157,2051,7842,-525.0,2005-06
Orlando Magic,82,36,46,0.439,2911,6167,0.472,299,796,0.376,1663,2277,0.73,892,2402,3294,1495,1240.0,532,362,386,1908,1899,7784,-88.0,2005-06
Philadelphia 76ers,82,38,44,0.463,3001,6546,0.458,375,1031,0.364,1770,2330,0.76,873,2425,3298,1653,1159.0,651,404,386,1712,1898,8147,-160.0,2005-06
Phoenix Suns,82,54,28,0.659,3430,7167,0.479,837,2097,0.399,1189,1475,0.806,778,2650,3428,2179,1088.0,549,412,282,1683,1623,8886,455.0,2005-06
Portland Trail Blazers,82,21,61,0.256,2791,6267,0.445,364,1042,0.349,1339,1944,0.689,886,2203,3089,1490,1205.0,529,435,403,1828,1704,7285,-775.0,2005-06
Sacramento Kings,82,44,38,0.537,2954,6500,0.454,494,1408,0.351,1704,2173,0.784,852,2473,3325,1825,1199.0,608,299,403,1672,1870,8106,126.0,2005-06
San Antonio Spurs,82,63,19,0.768,2993,6342,0.472,524,1362,0.385,1327,1891,0.702,851,2548,3399,1717,1126.0,543,467,343,1714,1689,7837,559.0,2005-06
Seattle SuperSonics,82,35,47,0.427,3077,6711,0.459,605,1631,0.371,1652,2104,0.785,1013,2233,3246,1696,1208.0,622,306,399,1933,1820,8411,-248.0,2005-06
Toronto Raptors,82,27,55,0.329,3013,6639,0.454,608,1620,0.375,1653,2089,0.791,864,2291,3155,1593,1071.0,529,272,359,1965,1834,8287,-245.0,2005-06
Utah Jazz,82,41,41,0.5,2744,6207,0.442,311,925,0.336,1774,2466,0.719,1071,2380,3451,1772,1290.0,524,492,463,2032,2104,7573,-216.0,2005-06
Washington Wizards,82,42,40,0.512,2975,6656,0.447,497,1394,0.357,1889,2496,0.757,1035,2344,3379,1523,1143.0,658,339,341,1855,2053,8336,152.0,2005-06
Atlanta Hawks,82,30,52,0.366,2831,6372,0.444,341,1038,0.329,1677,2203,0.761,976,2312,3288,1573,1306.0,609,446,421,1970,1853,7680,-390.0,2006-07
Boston Celtics,82,24,58,0.293,2858,6454,0.443,471,1283,0.367,1670,2178,0.767,918,2391,3309,1630,1350.0,589,382,449,1971,1757,7857,-280.0,2006-07
Charlotte Bobcats,82,33,49,0.402,2960,6643,0.446,457,1280,0.357,1568,2136,0.734,920,2346,3266,1836,1224.0,638,369,437,1985,1786,7945,-307.0,2006-07
Chicago Bulls,82,49,33,0.598,3046,6663,0.457,480,1237,0.388,1528,2083,0.734,984,2597,3581,1832,1310.0,639,445,433,1908,1900,8100,411.0,2006-07
Cleveland Cavaliers,82,50,32,0.61,2978,6658,0.447,494,1404,0.352,1484,2133,0.696,1039,2529,3568,1708,1177.0,625,353,349,1781,1804,7934,314.0,2006-07
Dallas Mavericks,82,67,15,0.817,3010,6442,0.467,535,1404,0.381,1646,2045,0.805,920,2515,3435,1632,1140.0,560,408,312,1837,1811,8201,592.0,2006-07
Denver Nuggets,82,45,37,0.549,3164,6805,0.465,484,1440,0.336,1827,2449,0.746,1001,2558,3559,1920,1352.0,678,435,424,1756,1946,8639,133.0,2006-07
Detroit Pistons,82,53,29,0.646,2942,6484,0.454,449,1305,0.344,1539,1988,0.774,948,2374,3322,1768,1001.0,583,472,290,1672,1668,7872,341.0,2006-07
Golden State Warriors,82,42,40,0.512,3261,7048,0.463,700,1966,0.356,1515,2113,0.717,941,2455,3396,1950,1309.0,750,466,399,1933,1832,8737,-28.0,2006-07
Houston Rockets,82,52,30,0.634,2906,6528,0.445,705,1893,0.372,1436,1906,0.753,880,2673,3553,1704,1162.0,583,337,353,1710,1631,7953,398.0,2006-07
Indiana Pacers,82,35,47,0.427,2872,6561,0.438,481,1389,0.346,1615,2125,0.76,990,2441,3431,1680,1335.0,599,447,410,1912,1942,7840,-200.0,2006-07
Los Angeles Clippers,82,40,42,0.488,2880,6318,0.456,314,903,0.348,1769,2245,0.788,888,2484,3372,1762,1239.0,596,472,321,1858,1829,7843,-38.0,2006-07
Los Angeles Lakers,82,42,40,0.512,3103,6664,0.466,608,1724,0.353,1660,2221,0.747,886,2495,3381,1850,1273.0,600,421,409,1889,1916,8474,-6.0,2006-07
Memphis Grizzlies,82,22,60,0.268,2998,6448,0.465,500,1362,0.367,1835,2410,0.761,866,2375,3241,1680,1343.0,564,407,450,1827,1992,8331,-422.0,2006-07
Miami Heat,82,44,38,0.537,2919,6288,0.464,528,1539,0.343,1393,2019,0.69,817,2526,3343,1681,1201.0,566,442,314,1749,1790,7759,-75.0,2006-07
Milwaukee Bucks,82,28,54,0.341,3121,6714,0.465,524,1472,0.356,1406,1919,0.733,941,2272,3213,1771,1240.0,587,224,433,1821,1718,8172,-359.0,2006-07
Minnesota Timberwolves,82,32,50,0.39,2997,6502,0.461,384,1089,0.353,1499,1892,0.792,819,2473,3292,1848,1278.0,532,325,360,1758,1679,7877,-301.0,2006-07
New Jersey Nets,82,41,41,0.5,2913,6379,0.457,609,1676,0.363,1566,2153,0.727,822,2525,3347,1962,1212.0,499,273,369,1869,1886,8001,-63.0,2006-07
New Orleans/Oklahoma City Hornets,82,39,43,0.476,2971,6674,0.445,455,1256,0.362,1436,1941,0.74,1025,2512,3537,1537,1187.0,522,347,392,1620,1733,7833,-129.0,2006-07
New York Knicks,82,33,49,0.402,2903,6356,0.457,474,1370,0.346,1714,2396,0.715,1032,2516,3548,1532,1405.0,543,260,406,1932,1875,7994,-234.0,2006-07
Orlando Magic,82,40,42,0.488,2875,6090,0.472,342,962,0.356,1679,2393,0.702,920,2418,3338,1525,1392.0,565,416,376,1904,1921,7771,64.0,2006-07
Philadelphia 76ers,82,35,47,0.427,2932,6408,0.458,284,823,0.345,1637,2135,0.767,899,2353,3252,1669,1258.0,590,390,320,1671,1801,7785,-248.0,2006-07
Phoenix Suns,82,61,21,0.744,3388,6855,0.494,785,1965,0.399,1476,1827,0.808,737,2583,3320,2122,1189.0,553,394,304,1659,1759,9037,599.0,2006-07
Portland Trail Blazers,82,32,50,0.39,2874,6392,0.45,426,1232,0.346,1543,2006,0.769,923,2299,3222,1513,1236.0,555,380,380,1931,1750,7717,-352.0,2006-07
Sacramento Kings,82,33,49,0.402,2941,6532,0.45,530,1513,0.35,1891,2473,0.765,797,2396,3193,1665,1194.0,671,265,405,1792,1990,8303,-148.0,2006-07
San Antonio Spurs,82,58,24,0.707,2999,6328,0.474,595,1561,0.381,1486,1980,0.751,761,2577,3338,1814,1137.0,587,417,337,1588,1739,8079,691.0,2006-07
Seattle SuperSonics,82,31,51,0.378,3047,6628,0.46,525,1451,0.362,1511,1911,0.791,928,2322,3250,1695,1268.0,631,301,341,1801,1635,8130,-237.0,2006-07
Toronto Raptors,82,47,35,0.573,3032,6547,0.463,531,1464,0.363,1562,1983,0.788,755,2480,3235,1822,1104.0,581,321,317,1672,1786,8157,81.0,2006-07
Utah Jazz,82,51,31,0.622,3069,6471,0.474,354,1056,0.335,1830,2462,0.743,1030,2456,3486,2024,1277.0,577,339,438,2067,2010,8322,235.0,2006-07
Washington Wizards,82,41,41,0.5,3070,6820,0.45,561,1614,0.348,1855,2425,0.765,998,2379,3377,1660,1133.0,635,375,380,1823,1927,8556,-42.0,2006-07
,5,5,0,1.0,164,352,0.466,27,82,0.329,123,170,0.724,60,131,191,82,112.0,34,34,17,140,169,478,60.0,2007-08
,5,5,0,1.0,152,357,0.426,13,47,0.277,108,145,0.745,50,127,177,59,80.0,26,28,26,153,167,425,44.0,2007-08
,5,4,1,0.8,156,329,0.474,34,95,0.358,100,120,0.833,58,133,191,68,105.0,14,9,22,137,114,446,38.0,2007-08
,5,3,2,0.6,174,360,0.483,43,110,0.391,120,170,0.706,51,146,197,77,105.0,31,22,24,157,149,511,32.0,2007-08
,5,3,2,0.6,143,333,0.429,11,34,0.324,89,124,0.718,50,142,192,71,104.0,30,19,15,133,149,386,29.0,2007-08
,5,3,2,0.6,118,285,0.414,9,40,0.225,97,152,0.638,66,111,177,45,88.0,24,20,21,133,147,342,21.0,2007-08
,5,4,1,0.8,151,329,0.459,13,45,0.289,95,129,0.736,48,126,174,56,93.0,21,20,19,128,128,410,20.0,2007-08
,5,4,1,0.8,145,331,0.438,22,64,0.344,109,145,0.752,64,124,188,55,112.0,24,19,12,162,143,421,15.0,2007-08
,5,3,2,0.6,169,375,0.451,38,83,0.458,80,120,0.667,54,120,174,73,97.0,30,25,26,151,148,456,12.0,2007-08
,5,2,3,0.4,143,323,0.443,18,78,0.231,117,166,0.705,46,105,151,57,76.0,35,16,19,139,161,421,7.0,2007-08
,5,3,2,0.6,152,337,0.451,18,50,0.36,121,164,0.738,64,108,172,50,108.0,31,24,26,125,157,443,1.0,2007-08
,5,2,3,0.4,134,301,0.445,16,53,0.302,87,106,0.821,38,114,152,68,94.0,23,13,15,132,131,371,-1.0,2007-08
,5,1,4,0.2,165,380,0.434,32,90,0.356,88,125,0.704,65,117,182,87,108.0,28,11,15,163,151,450,-6.0,2007-08
,5,2,3,0.4,138,296,0.466,23,61,0.377,81,126,0.643,44,123,167,56,94.0,32,19,13,147,146,380,-10.0,2007-08
,5,2,3,0.4,137,319,0.429,26,86,0.302,91,132,0.689,50,132,182,55,121.0,19,18,21,159,153,391,-12.0,2007-08
,5,2,3,0.4,129,333,0.387,19,61,0.311,81,120,0.675,57,118,175,55,91.0,16,14,18,136,133,358,-13.0,2007-08
,5,2,3,0.4,114,285,0.4,12,39,0.308,66,96,0.688,45,102,147,48,100.0,24,15,13,134,105,306,-17.0,2007-08
,5,2,3,0.4,139,346,0.402,14,49,0.286,123,159,0.774,59,128,187,71,96.0,12,16,18,138,161,415,-22.0,2007-08
,5,2,3,0.4,145,306,0.474,21,60,0.35,100,137,0.73,44,111,155,78,107.0,26,13,15,158,140,411,-28.0,2007-08
,5,0,5,0.0,157,357,0.44,17,64,0.266,91,131,0.695,57,109,166,54,89.0,24,15,13,149,140,422,-37.0,2007-08
,5,0,5,0.0,120,323,0.372,13,51,0.255,124,176,0.705,61,125,186,43,100.0,23,16,20,149,159,377,-48.0,2007-08
Atlanta Hawks,82,37,45,0.451,2975,6552,0.454,384,1078,0.356,1720,2227,0.772,1008,2454,3462,1804,1223.0,600,448,421,1673,1793,8054,-149.0,2007-08
Boston Celtics,82,66,16,0.805,2986,6286,0.475,596,1564,0.381,1677,2176,0.771,830,2615,3445,1833,1246.0,696,379,389,1864,1818,8245,841.0,2007-08
Charlotte Bobcats,82,32,50,0.39,2960,6554,0.452,529,1443,0.367,1510,2115,0.714,892,2440,3332,1748,1204.0,614,402,476,1777,1721,7959,-359.0,2007-08
Chicago Bulls,82,33,49,0.402,2987,6861,0.435,474,1305,0.363,1533,2029,0.756,1050,2478,3528,1811,1197.0,635,429,465,1784,1746,7981,-253.0,2007-08
Cleveland Cavaliers,82,45,37,0.549,2937,6697,0.439,552,1544,0.358,1477,2061,0.717,1092,2563,3655,1640,1145.0,579,427,388,1712,1666,7903,-29.0,2007-08
Dallas Mavericks,82,51,31,0.622,3025,6515,0.464,494,1403,0.352,1690,2075,0.814,883,2643,3526,1720,1037.0,490,402,357,1786,1739,8234,372.0,2007-08
Denver Nuggets,82,50,32,0.61,3307,7038,0.47,569,1605,0.355,1891,2519,0.751,918,2698,3616,2024,1203.0,752,551,393,1731,1950,9074,304.0,2007-08
Detroit Pistons,82,59,23,0.72,2999,6551,0.458,487,1330,0.366,1507,1965,0.767,974,2423,3397,1831,956.0,583,472,319,1688,1618,7992,606.0,2007-08
Golden State Warriors,82,48,34,0.585,3403,7406,0.459,761,2185,0.348,1538,2044,0.752,1045,2496,3541,1833,1082.0,744,377,413,1875,1736,9105,181.0,2007-08
Houston Rockets,82,55,27,0.671,3003,6698,0.448,583,1707,0.342,1342,1848,0.726,1002,2659,3661,1757,1125.0,598,420,379,1609,1615,7931,384.0,2007-08
Indiana Pacers,82,36,46,0.439,3102,6993,0.444,755,2021,0.374,1568,2042,0.768,904,2633,3537,1864,1236.0,623,412,416,1921,1782,8527,-115.0,2007-08
Los Angeles Clippers,82,23,59,0.28,2820,6445,0.438,350,1079,0.324,1702,2178,0.781,800,2491,3291,1732,1180.0,557,398,388,1745,1773,7692,-596.0,2007-08
Los Angeles Lakers,82,57,25,0.695,3248,6818,0.476,662,1751,0.378,1746,2270,0.769,898,2722,3620,2003,1156.0,654,438,368,1691,1850,8904,595.0,2007-08
Memphis Grizzlies,82,22,60,0.268,3060,6737,0.454,620,1779,0.349,1517,2097,0.723,848,2567,3415,1574,1251.0,503,386,403,1592,1842,8257,-509.0,2007-08
Miami Heat,82,15,67,0.183,2808,6336,0.443,491,1373,0.358,1384,1903,0.727,743,2342,3085,1644,1202.0,589,355,341,1670,1650,7491,-709.0,2007-08
Milwaukee Bucks,82,26,56,0.317,3026,6745,0.449,452,1313,0.344,1452,1980,0.733,1055,2363,3418,1760,1210.0,544,361,404,1748,1727,7956,-565.0,2007-08
Minnesota Timberwolves,82,22,60,0.268,3076,6817,0.451,441,1259,0.35,1246,1693,0.736,964,2428,3392,1630,1188.0,616,306,467,1885,1434,7839,-556.0,2007-08
New Jersey Nets,82,34,48,0.415,2856,6450,0.443,498,1430,0.348,1647,2237,0.736,913,2520,3433,1925,1229.0,521,390,362,1855,1836,7857,-415.0,2007-08
New Orleans Hornets,82,56,26,0.683,3164,6796,0.466,630,1621,0.389,1312,1707,0.769,937,2494,3431,1785,974.0,637,321,331,1531,1573,8270,433.0,2007-08
New York Knicks,82,23,59,0.28,2967,6757,0.439,490,1454,0.337,1524,2095,0.727,1029,2457,3486,1530,1187.0,521,213,429,1761,1665,7948,-542.0,2007-08
Orlando Magic,82,52,30,0.634,3058,6446,0.474,801,2074,0.386,1650,2288,0.721,768,2677,3445,1706,1173.0,520,333,344,1688,1898,8567,448.0,2007-08
Philadelphia 76ers,82,40,42,0.488,3056,6648,0.46,302,952,0.317,1509,2137,0.706,1067,2370,3437,1673,1172.0,712,400,420,1620,1708,7923,34.0,2007-08
Phoenix Suns,82,55,27,0.671,3392,6782,0.5,694,1764,0.393,1548,1977,0.783,720,2683,3403,2188,1184.0,532,518,311,1633,1731,9026,414.0,2007-08
Portland Trail Blazers,82,41,41,0.5,2935,6546,0.448,538,1426,0.377,1412,1841,0.767,901,2438,3339,1733,1056.0,455,360,301,1642,1656,7820,-80.0,2007-08
Sacramento Kings,82,38,44,0.463,3043,6558,0.464,510,1367,0.373,1812,2272,0.798,829,2456,3285,1567,1317.0,651,334,452,1839,1892,8408,-185.0,2007-08
San Antonio Spurs,82,56,26,0.683,2938,6424,0.457,594,1610,0.369,1350,1774,0.761,771,2612,3383,1718,1035.0,521,337,361,1537,1625,7820,393.0,2007-08
Seattle SuperSonics,82,20,62,0.244,3125,7032,0.444,313,939,0.333,1436,1866,0.77,971,2688,3659,1748,1310.0,531,400,440,1680,1610,7999,-718.0,2007-08
Toronto Raptors,82,41,41,0.5,3148,6726,0.468,572,1459,0.392,1347,1658,0.812,790,2496,3286,1953,959.0,570,336,333,1596,1508,8215,238.0,2007-08
Utah Jazz,82,54,28,0.659,3279,6592,0.497,407,1095,0.372,1745,2298,0.759,942,2410,3352,2165,1200.0,717,355,420,1970,1891,8710,564.0,2007-08
Washington Wizards,82,43,39,0.524,2986,6695,0.446,575,1614,0.356,1557,1991,0.782,1007,2404,3411,1607,1082.0,632,391,360,1606,1656,8104,-27.0,2007-08
,6,4,2,0.667,167,406,0.411,23,88,0.261,93,141,0.66,78,122,200,69,102.0,31,22,24,141,153,450,-13.0,2008-09
,6,2,4,0.333,163,372,0.438,24,64,0.375,126,177,0.712,68,120,188,54,112.0,24,25,20,162,171,476,-39.0,2008-09
,5,4,1,0.8,135,301,0.449,19,50,0.38,111,152,0.73,49,125,174,70,72.0,20,19,13,126,147,400,47.0,2008-09
,5,2,3,0.4,146,326,0.448,15,50,0.3,129,176,0.733,71,110,181,52,78.0,21,17,15,119,157,436,34.0,2008-09
,5,2,3,0.4,145,310,0.468,14,34,0.412,115,161,0.714,58,129,187,54,113.0,25,17,17,163,159,419,28.0,2008-09
,5,4,1,0.8,146,341,0.428,25,68,0.368,136,185,0.735,69,120,189,44,87.0,19,8,28,144,168,453,27.0,2008-09
,5,4,1,0.8,167,367,0.455,23,73,0.315,119,161,0.739,59,115,174,60,93.0,51,24,20,161,174,476,24.0,2008-09
,5,3,2,0.6,140,324,0.432,27,74,0.365,108,145,0.745,52,127,179,66,80.0,26,12,22,153,139,415,16.0,2008-09
,5,3,2,0.6,131,279,0.47,5,13,0.385,102,145,0.703,39,104,143,59,86.0,33,18,23,157,132,369,11.0,2008-09
,5,3,2,0.6,133,306,0.435,15,53,0.283,101,137,0.737,52,115,167,42,93.0,22,23,22,149,149,382,10.0,2008-09
,5,3,2,0.6,161,351,0.459,36,111,0.324,92,123,0.748,50,118,168,86,84.0,23,14,17,151,139,450,5.0,2008-09
,5,3,2,0.6,146,326,0.448,8,36,0.222,128,170,0.753,60,116,176,60,102.0,32,20,23,147,160,428,3.0,2008-09
,5,2,3,0.4,139,320,0.434,25,61,0.41,99,139,0.712,48,100,148,62,78.0,30,12,21,167,122,402,3.0,2008-09
,5,2,3,0.4,165,339,0.487,18,57,0.316,85,115,0.739,60,120,180,64,94.0,19,19,20,132,121,433,0.0,2008-09
,5,2,3,0.4,129,292,0.442,14,44,0.318,104,142,0.732,54,131,185,42,109.0,24,28,12,128,158,376,-3.0,2008-09
,5,1,4,0.2,152,333,0.456,14,45,0.311,111,159,0.698,58,112,170,63,97.0,31,29,20,174,150,429,-7.0,2008-09
,5,3,2,0.6,135,317,0.426,16,57,0.281,138,188,0.734,55,137,192,53,108.0,24,25,18,160,177,424,-18.0,2008-09
,5,0,5,0.0,145,347,0.418,15,49,0.306,67,111,0.604,70,108,178,52,67.0,14,17,22,117,106,372,-20.0,2008-09
,5,2,3,0.4,137,310,0.442,15,49,0.306,77,115,0.67,42,121,163,59,95.0,26,29,16,125,113,366,-30.0,2008-09
,5,2,3,0.4,139,334,0.416,24,77,0.312,92,126,0.73,36,117,153,56,68.0,16,15,14,133,103,394,-63.0,2008-09
,4,2,2,0.5,100,238,0.42,15,48,0.313,87,121,0.719,45,113,158,37,80.0,15,8,13,110,120,302,-15.0,2008-09
Atlanta Hawks,82,47,35,0.573,2956,6451,0.458,597,1633,0.366,1537,2085,0.737,870,2412,3282,1657,1048.0,603,376,354,1610,1681,8046,129.0,2008-09
Boston Celtics,82,62,20,0.756,3075,6333,0.486,538,1355,0.397,1587,2075,0.765,869,2586,3455,1862,1280.0,621,387,389,1897,1820,8275,616.0,2008-09
Charlotte Bobcats,82,35,47,0.427,2866,6299,0.455,490,1339,0.366,1455,1965,0.74,886,2366,3252,1741,1279.0,580,397,488,1754,1714,7677,-104.0,2008-09
Chicago Bulls,82,41,41,0.5,3126,6846,0.457,493,1293,0.381,1633,2052,0.796,970,2481,3451,1732,1192.0,615,453,449,1709,1708,8378,-23.0,2008-09
Cleveland Cavaliers,82,66,16,0.805,3022,6454,0.468,656,1670,0.393,1523,2012,0.757,886,2574,3460,1663,1045.0,593,435,338,1663,1664,8223,732.0,2008-09
Dallas Mavericks,82,50,32,0.61,3128,6770,0.462,571,1632,0.35,1516,1852,0.819,909,2595,3504,1779,1043.0,591,429,334,1600,1645,8343,162.0,2008-09
Denver Nuggets,82,54,28,0.659,3058,6510,0.47,548,1477,0.371,1891,2487,0.76,905,2507,3412,1820,1257.0,710,492,447,1874,1944,8555,280.0,2008-09
Detroit Pistons,82,39,43,0.476,2981,6559,0.454,377,1079,0.349,1388,1849,0.751,949,2448,3397,1689,973.0,493,377,342,1712,1612,7727,-40.0,2008-09
Golden State Warriors,82,29,53,0.354,3231,7055,0.458,550,1475,0.373,1893,2392,0.791,953,2492,3445,1711,1201.0,638,527,414,1842,1927,8905,-307.0,2008-09
Houston Rockets,82,53,29,0.646,2959,6526,0.453,621,1656,0.375,1531,1903,0.805,862,2662,3524,1662,1158.0,548,355,435,1553,1689,8070,328.0,2008-09
Indiana Pacers,82,36,46,0.439,3220,7080,0.455,652,1725,0.378,1525,1890,0.807,924,2661,3585,1775,1189.0,573,434,444,1895,1692,8617,-91.0,2008-09
Los Angeles Clippers,82,19,63,0.232,2955,6696,0.441,535,1513,0.354,1354,1839,0.736,890,2377,3267,1723,1221.0,572,482,414,1650,1609,7799,-719.0,2008-09
Los Angeles Lakers,82,65,17,0.793,3307,6981,0.474,547,1516,0.361,1607,2087,0.77,1015,2587,3602,1908,1103.0,718,420,392,1698,1816,8768,628.0,2008-09
Memphis Grizzlies,82,24,58,0.293,2865,6311,0.454,398,1106,0.36,1570,2077,0.756,847,2337,3184,1423,1252.0,615,385,443,1777,1786,7698,-448.0,2008-09
Miami Heat,82,43,39,0.524,3034,6646,0.457,582,1631,0.357,1411,1871,0.754,828,2411,3239,1671,1026.0,651,451,335,1696,1632,8061,21.0,2008-09
Milwaukee Bucks,82,34,48,0.415,3009,6755,0.445,511,1408,0.363,1613,2067,0.78,973,2367,3340,1802,1154.0,609,308,376,1986,1842,8142,-89.0,2008-09
Minnesota Timberwolves,82,24,58,0.293,2986,6766,0.441,543,1539,0.353,1504,1957,0.769,975,2442,3417,1674,1165.0,512,322,484,1785,1642,8019,-403.0,2008-09
New Jersey Nets,82,34,48,0.415,2925,6536,0.448,652,1735,0.376,1542,1980,0.779,850,2415,3265,1636,1075.0,559,391,393,1838,1680,8044,-200.0,2008-09
New Orleans Hornets,82,49,33,0.598,2911,6366,0.457,556,1526,0.364,1479,1833,0.807,802,2453,3255,1609,1029.0,593,338,290,1665,1675,7857,127.0,2008-09
New York Knicks,82,32,50,0.39,3157,7091,0.445,823,2284,0.36,1490,1900,0.784,911,2545,3456,1738,1174.0,610,204,437,1672,1592,8627,-214.0,2008-09
Oklahoma City Thunder,82,23,59,0.28,2999,6716,0.447,328,949,0.346,1626,2069,0.786,999,2497,3496,1663,1330.0,608,371,407,1655,1656,7952,-500.0,2008-09
Orlando Magic,82,59,23,0.72,2929,6416,0.457,817,2147,0.381,1611,2253,0.715,819,2728,3547,1593,1142.0,570,439,308,1664,1840,8286,549.0,2008-09
Philadelphia 76ers,82,41,41,0.5,2997,6532,0.459,341,1072,0.318,1652,2216,0.745,1039,2336,3375,1647,1157.0,658,415,400,1650,1786,7987,6.0,2008-09
Phoenix Suns,82,46,36,0.561,3373,6695,0.504,553,1445,0.383,1675,2251,0.744,900,2520,3420,1905,1288.0,589,420,369,1691,1877,8974,158.0,2008-09
Portland Trail Blazers,82,54,28,0.659,3018,6494,0.465,596,1555,0.383,1521,1988,0.765,1060,2360,3420,1667,1055.0,550,402,319,1671,1733,8153,438.0,2008-09
Sacramento Kings,82,17,65,0.207,2990,6685,0.447,586,1594,0.368,1682,2107,0.798,840,2366,3206,1619,1266.0,569,349,423,1910,1737,8248,-718.0,2008-09
San Antonio Spurs,82,54,28,0.659,3042,6534,0.466,625,1620,0.386,1249,1641,0.761,728,2638,3366,1736,963.0,474,329,352,1546,1511,7958,308.0,2008-09
Toronto Raptors,82,33,49,0.402,3054,6673,0.458,479,1289,0.372,1534,1861,0.824,802,2513,3315,1835,1098.0,523,390,386,1593,1645,8121,-231.0,2008-09
Utah Jazz,82,48,34,0.585,3143,6623,0.475,392,1122,0.349,1814,2352,0.771,940,2423,3363,2024,1210.0,719,374,424,1830,1972,8492,217.0,2008-09
Washington Wizards,82,19,63,0.232,2994,6655,0.45,395,1198,0.33,1494,1948,0.767,956,2330,3286,1641,1146.0,619,365,431,1679,1638,7877,-612.0,2008-09
,5,5,0,1.0,158,331,0.477,10,36,0.278,108,150,0.72,58,152,210,72,79.0,33,27,26,114,127,434,88.0,2009-10
,5,4,1,0.8,159,363,0.438,26,88,0.295,119,149,0.799,58,132,190,55,82.0,39,24,16,131,151,463,59.0,2009-10
,5,5,0,1.0,147,308,0.477,27,82,0.329,108,159,0.679,56,129,185,83,95.0,31,20,13,125,154,429,41.0,2009-10
,5,4,1,0.8,147,326,0.451,24,59,0.407,88,130,0.677,44,113,157,71,78.0,40,22,16,157,139,406,36.0,2009-10
,5,4,1,0.8,165,371,0.445,22,66,0.333,113,161,0.702,57,136,193,60,70.0,33,25,27,147,134,465,29.0,2009-10
,5,4,1,0.8,155,343,0.452,25,66,0.379,99,153,0.647,63,120,183,70,67.0,39,12,25,145,138,434,14.0,2009-10
,5,3,2,0.6,143,322,0.444,18,53,0.34,107,146,0.733,46,118,164,55,78.0,38,30,24,127,122,411,4.0,2009-10
,5,3,2,0.6,160,343,0.466,16,56,0.286,85,133,0.639,52,123,175,63,79.0,39,23,13,129,136,421,2.0,2009-10
,5,3,2,0.6,145,311,0.466,9,34,0.265,105,128,0.82,54,112,166,53,95.0,22,26,20,132,129,404,-1.0,2009-10
,5,3,2,0.6,150,353,0.425,26,91,0.286,92,119,0.773,75,113,188,71,78.0,28,20,30,143,112,418,-7.0,2009-10
,5,1,4,0.2,135,320,0.422,30,82,0.366,79,120,0.658,46,113,159,58,91.0,45,11,25,155,137,379,-8.0,2009-10
,5,3,2,0.6,150,355,0.423,16,61,0.262,94,136,0.691,59,135,194,66,82.0,34,28,21,139,116,410,-10.0,2009-10
,5,1,4,0.2,156,348,0.448,12,56,0.214,102,127,0.803,57,100,157,62,79.0,30,13,17,140,142,426,-12.0,2009-10
,5,1,4,0.2,130,294,0.442,19,59,0.322,126,174,0.724,39,132,171,48,88.0,29,13,12,131,160,405,-13.0,2009-10
,5,3,2,0.6,153,348,0.44,12,34,0.353,74,105,0.705,69,106,175,50,74.0,46,12,15,145,107,392,-13.0,2009-10
,5,1,4,0.2,141,348,0.405,20,67,0.299,129,186,0.694,81,130,211,66,92.0,34,18,26,139,163,431,-20.0,2009-10
,5,1,4,0.2,153,353,0.433,40,91,0.44,77,108,0.713,58,121,179,62,84.0,27,21,22,109,108,423,-24.0,2009-10
,5,1,4,0.2,168,380,0.442,23,92,0.25,102,134,0.761,56,106,162,65,69.0,45,27,19,139,122,461,-26.0,2009-10
