TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON
New Orleans/Oklahoma City Hornets,82,38,44,0.463,102.3,105.1,-2.8,0.537,1.39,15.1,0.297,0.709,0.497,0.147,0.464,0.515,90.32,7442,0.484,2005-06
New York Knicks,82,23,59,0.28,102.7,109.3,-6.6,0.52,1.01,14.2,0.342,0.697,0.518,0.19,0.481,0.534,92.03,7633,0.444,2005-06
Orlando Magic,82,36,46,0.439,105.3,106.6,-1.3,0.514,1.21,15.0,0.33,0.691,0.516,0.168,0.496,0.543,89.12,7395,0.495,2005-06
Philadelphia 76ers,82,38,44,0.463,104.7,106.5,-1.8,0.551,1.43,15.8,0.285,0.676,0.481,0.149,0.487,0.538,93.91,7780,0.492,2005-06
Phoenix Suns,82,54,28,0.659,110.2,104.7,5.4,0.635,2.0,19.5,0.256,0.69,0.48,0.135,0.537,0.568,96.92,8067,0.547,2005-06
Portland Trail Blazers,82,21,61,0.256,99.7,110.3,-10.7,0.534,1.24,15.1,0.308,0.657,0.48,0.165,0.474,0.511,88.88,7308,0.424,2005-06
Sacramento Kings,82,44,38,0.537,105.3,103.5,1.8,0.618,1.52,17.3,0.289,0.694,0.495,0.156,0.492,0.544,93.26,7701,0.515,2005-06
San Antonio Spurs,82,63,19,0.768,106.2,98.7,7.5,0.574,1.52,17.0,0.289,0.708,0.505,0.153,0.513,0.546,89.41,7382,0.554,2005-06
Seattle SuperSonics,82,35,47,0.427,109.4,112.7,-3.3,0.551,1.4,16.0,0.34,0.659,0.495,0.157,0.504,0.551,93.04,7689,0.467,2005-06
Toronto Raptors,82,27,55,0.329,107.9,111.2,-3.2,0.529,1.49,15.5,0.286,0.697,0.484,0.139,0.5,0.548,92.33,7678,0.459,2005-06
Utah Jazz,82,41,41,0.5,102.4,105.1,-2.7,0.646,1.37,16.9,0.356,0.702,0.526,0.174,0.467,0.519,89.4,7398,0.497,2005-06
Washington Wizards,82,42,40,0.512,107.7,105.8,1.9,0.512,1.33,14.5,0.329,0.679,0.499,0.148,0.484,0.538,93.68,7742,0.503,2005-06
Atlanta Hawks,82,30,52,0.366,102.0,107.0,-5.1,0.556,1.2,15.3,0.328,0.676,0.499,0.173,0.471,0.523,90.98,7533,0.466,2006-07
Boston Celtics,82,24,58,0.293,102.3,105.8,-3.5,0.57,1.21,15.6,0.309,0.705,0.502,0.176,0.479,0.53,92.91,7680,0.459,2006-07
Charlotte Bobcats,82,33,49,0.402,102.4,106.3,-3.9,0.62,1.5,17.1,0.299,0.682,0.485,0.158,0.48,0.524,93.11,7758,0.471,2006-07
Chicago Bulls,82,49,33,0.598,104.0,98.8,5.2,0.601,1.4,17.0,0.319,0.707,0.514,0.168,0.493,0.534,94.47,7790,0.539,2006-07
Cleveland Cavaliers,82,50,32,0.61,104.4,100.6,3.8,0.574,1.45,16.2,0.327,0.721,0.518,0.155,0.484,0.522,91.59,7598,0.52,2006-07
Dallas Mavericks,82,67,15,0.817,109.7,102.1,7.6,0.542,1.43,16.0,0.32,0.719,0.522,0.152,0.509,0.559,90.68,7476,0.552,2006-07
Denver Nuggets,82,45,37,0.549,106.7,105.1,1.7,0.607,1.42,17.1,0.322,0.678,0.502,0.167,0.501,0.548,98.2,8093,0.514,2006-07
Detroit Pistons,82,53,29,0.646,107.4,102.6,4.8,0.601,1.77,17.3,0.307,0.678,0.493,0.137,0.488,0.535,88.56,7332,0.533,2006-07
Golden State Warriors,82,42,40,0.512,106.2,106.5,-0.3,0.598,1.49,17.3,0.285,0.662,0.472,0.159,0.512,0.548,99.97,8228,0.489,2006-07
Houston Rockets,82,52,30,0.634,104.7,99.7,4.9,0.586,1.47,16.5,0.287,0.725,0.508,0.153,0.499,0.54,91.7,7598,0.529,2006-07
Indiana Pacers,82,35,47,0.427,101.9,104.4,-2.5,0.585,1.26,15.9,0.321,0.694,0.503,0.173,0.474,0.523,93.43,7697,0.485,2006-07
Los Angeles Clippers,82,40,42,0.488,103.8,104.2,-0.4,0.612,1.42,17.0,0.307,0.712,0.513,0.164,0.481,0.537,91.92,7554,0.509,2006-07
Los Angeles Lakers,82,42,40,0.512,107.3,107.5,-0.2,0.596,1.45,17.1,0.3,0.69,0.496,0.161,0.511,0.554,94.58,7898,0.499,2006-07
Memphis Grizzlies,82,22,60,0.268,105.7,110.9,-5.2,0.56,1.25,15.9,0.291,0.682,0.486,0.17,0.504,0.555,94.77,7883,0.462,2006-07
Miami Heat,82,44,38,0.537,103.4,104.6,-1.2,0.576,1.4,16.6,0.279,0.693,0.493,0.16,0.506,0.541,90.61,7503,0.508,2006-07
Milwaukee Bucks,82,28,54,0.341,106.0,110.3,-4.3,0.567,1.43,16.7,0.306,0.657,0.479,0.161,0.504,0.541,93.33,7709,0.456,2006-07
Minnesota Timberwolves,82,32,50,0.39,102.4,106.5,-4.0,0.617,1.45,17.5,0.292,0.698,0.5,0.166,0.49,0.537,92.19,7689,0.487,2006-07
New Jersey Nets,82,41,41,0.5,104.2,105.1,-0.9,0.674,1.62,18.5,0.275,0.714,0.496,0.158,0.504,0.546,92.69,7682,0.499,2006-07
New Orleans/Oklahoma City Hornets,82,39,43,0.476,103.7,105.4,-1.6,0.517,1.29,14.9,0.318,0.719,0.514,0.157,0.479,0.52,91.19,7551,0.485,2006-07
New York Knicks,82,33,49,0.402,104.3,107.4,-3.1,0.528,1.09,14.7,0.337,0.714,0.527,0.183,0.494,0.539,91.89,7661,0.471,2006-07
Orlando Magic,82,40,42,0.488,104.1,103.3,0.8,0.53,1.1,15.1,0.333,0.697,0.519,0.186,0.5,0.544,90.54,7465,0.502,2006-07
Philadelphia 76ers,82,35,47,0.427,102.4,105.6,-3.2,0.569,1.33,16.1,0.306,0.678,0.493,0.165,0.48,0.53,91.84,7606,0.489,2006-07
Phoenix Suns,82,61,21,0.744,112.9,105.5,7.4,0.626,1.78,19.3,0.262,0.683,0.484,0.149,0.551,0.59,96.45,8002,0.561,2006-07
Portland Trail Blazers,82,32,50,0.39,103.8,108.6,-4.8,0.526,1.22,15.0,0.326,0.697,0.507,0.166,0.483,0.53,89.36,7431,0.459,2006-07
Sacramento Kings,82,33,49,0.402,105.1,106.7,-1.6,0.566,1.39,15.8,0.267,0.692,0.477,0.151,0.491,0.545,95.83,7898,0.485,2006-07
San Antonio Spurs,82,58,24,0.707,108.6,99.4,9.2,0.605,1.6,17.8,0.279,0.715,0.505,0.153,0.521,0.561,90.22,7440,0.569,2006-07
Seattle SuperSonics,82,31,51,0.378,105.9,108.9,-3.0,0.556,1.34,16.2,0.312,0.676,0.492,0.165,0.499,0.544,92.92,7674,0.474,2006-07
Toronto Raptors,82,47,35,0.573,105.7,104.4,1.2,0.601,1.65,17.5,0.25,0.711,0.481,0.143,0.504,0.55,93.86,7719,0.514,2006-07
Utah Jazz,82,51,31,0.622,108.6,105.6,3.0,0.659,1.58,18.5,0.352,0.721,0.534,0.167,0.502,0.551,92.81,7661,0.531,2006-07
Washington Wizards,82,41,41,0.5,108.7,109.1,-0.4,0.541,1.47,15.5,0.312,0.678,0.489,0.144,0.491,0.542,95.33,7870,0.485,2006-07
,5,5,0,1.0,104.4,90.7,13.7,0.5,0.73,13.2,0.401,0.684,0.542,0.245,0.504,0.56,110.28,458,0.666,2007-08
,5,5,0,1.0,98.2,88.2,10.0,0.388,0.74,10.5,0.333,0.686,0.502,0.185,0.444,0.505,103.8,433,0.649,2007-08
,5,3,2,0.6,91.5,85.4,6.1,0.497,0.68,12.6,0.37,0.659,0.521,0.246,0.446,0.498,100.8,422,0.636,2007-08
,5,3,2,0.6,95.3,89.7,5.6,0.381,0.51,9.2,0.454,0.663,0.554,0.245,0.43,0.486,92.18,359,0.577,2007-08
,5,2,3,0.4,95.9,96.1,-0.3,0.507,0.72,13.3,0.356,0.594,0.486,0.243,0.472,0.534,92.88,387,0.573,2007-08
,5,4,1,0.8,106.7,97.4,9.3,0.436,0.65,12.2,0.409,0.641,0.535,0.251,0.526,0.584,100.44,418,0.567,2007-08
,5,3,2,0.6,107.1,99.8,7.3,0.443,0.73,12.6,0.304,0.61,0.469,0.22,0.543,0.588,114.84,477,0.566,2007-08
,5,4,1,0.8,103.2,98.8,4.5,0.366,0.6,10.5,0.436,0.687,0.566,0.231,0.483,0.531,98.12,403,0.541,2007-08
,5,4,1,0.8,97.5,94.2,3.2,0.377,0.49,9.7,0.39,0.618,0.508,0.258,0.473,0.533,103.01,434,0.523,2007-08
,5,2,3,0.4,96.4,98.5,-2.0,0.406,0.6,11.2,0.288,0.615,0.462,0.239,0.505,0.541,94.8,394,0.511,2007-08
,5,2,3,0.4,99.3,98.8,0.5,0.403,0.76,10.4,0.304,0.628,0.452,0.178,0.465,0.532,104.93,428,0.51,2007-08
,5,3,2,0.6,100.7,97.4,3.3,0.432,0.75,12.2,0.341,0.623,0.478,0.214,0.501,0.533,109.08,453,0.504,2007-08
,5,3,2,0.6,101.6,100.9,0.7,0.329,0.46,8.8,0.435,0.617,0.524,0.248,0.478,0.541,101.83,436,0.485,2007-08
,5,1,4,0.2,98.0,99.3,-1.3,0.527,0.81,13.7,0.401,0.618,0.502,0.235,0.476,0.517,109.07,459,0.482,2007-08
,5,2,3,0.4,92.2,94.6,-2.4,0.401,0.45,10.0,0.395,0.668,0.538,0.285,0.47,0.518,102.0,424,0.479,2007-08
,5,2,3,0.4,96.3,104.0,-7.8,0.538,0.73,13.9,0.318,0.615,0.473,0.251,0.508,0.561,100.87,427,0.471,2007-08
,5,2,3,0.4,94.7,100.0,-5.3,0.511,0.74,12.1,0.357,0.605,0.481,0.219,0.422,0.499,105.0,438,0.459,2007-08
,5,2,3,0.4,83.9,88.3,-4.4,0.43,0.49,10.0,0.36,0.644,0.499,0.272,0.42,0.468,94.49,367,0.4,2007-08
,5,2,3,0.4,90.2,93.0,-2.8,0.426,0.6,10.3,0.376,0.625,0.489,0.229,0.416,0.464,95.52,397,0.391,2007-08
,5,0,5,0.0,97.2,105.0,-7.8,0.344,0.61,9.7,0.341,0.581,0.455,0.205,0.461,0.509,103.49,434,0.38,2007-08
,5,0,5,0.0,88.1,99.5,-11.4,0.358,0.43,7.8,0.395,0.677,0.528,0.234,0.392,0.471,102.6,428,0.327,2007-08
Atlanta Hawks,82,37,45,0.451,105.5,107.3,-1.8,0.606,1.48,17.0,0.329,0.682,0.506,0.16,0.483,0.535,92.35,7634,0.498,2007-08
Boston Celtics,82,66,16,0.805,108.8,98.1,10.8,0.614,1.47,17.6,0.306,0.707,0.518,0.164,0.522,0.569,91.88,7575,0.581,2007-08
Charlotte Bobcats,82,32,50,0.39,103.7,108.2,-4.5,0.591,1.45,16.6,0.294,0.674,0.483,0.157,0.492,0.532,92.75,7678,0.469,2007-08
Chicago Bulls,82,33,49,0.402,102.9,106.0,-3.1,0.606,1.51,16.7,0.325,0.687,0.5,0.154,0.47,0.515,94.04,7754,0.48,2007-08
Cleveland Cavaliers,82,45,37,0.549,104.8,105.4,-0.6,0.558,1.43,15.7,0.334,0.715,0.518,0.152,0.48,0.52,91.06,7540,0.49,2007-08
Dallas Mavericks,82,51,31,0.622,109.5,104.7,4.8,0.569,1.66,16.7,0.3,0.716,0.514,0.138,0.502,0.554,91.38,7518,0.536,2007-08
Denver Nuggets,82,50,32,0.61,108.9,105.5,3.4,0.612,1.68,17.7,0.292,0.686,0.494,0.144,0.51,0.557,100.58,8330,0.529,2007-08
Detroit Pistons,82,59,23,0.72,109.8,101.5,8.3,0.611,1.92,17.8,0.327,0.7,0.513,0.131,0.495,0.539,88.54,7279,0.552,2007-08
Golden State Warriors,82,48,34,0.585,110.4,108.5,1.9,0.539,1.69,16.3,0.301,0.672,0.481,0.131,0.511,0.548,99.96,8249,0.496,2007-08
Houston Rockets,82,55,27,0.671,105.4,100.5,4.8,0.585,1.56,16.8,0.323,0.711,0.519,0.15,0.492,0.528,91.42,7525,0.535,2007-08
Indiana Pacers,82,36,46,0.439,105.1,106.3,-1.2,0.601,1.51,16.9,0.278,0.701,0.487,0.152,0.498,0.54,98.64,8111,0.485,2007-08
Los Angeles Clippers,82,23,59,0.28,99.9,107.4,-7.5,0.614,1.47,16.7,0.267,0.703,0.484,0.153,0.465,0.519,93.38,7698,0.461,2007-08
Los Angeles Lakers,82,57,25,0.695,111.7,104.3,7.3,0.617,1.73,18.1,0.297,0.702,0.507,0.145,0.525,0.57,96.7,7974,0.551,2007-08
Memphis Grizzlies,82,22,60,0.268,103.9,110.2,-6.3,0.514,1.26,14.9,0.277,0.706,0.489,0.157,0.5,0.539,96.33,7945,0.451,2007-08
Miami Heat,82,15,67,0.183,99.4,108.8,-9.4,0.585,1.37,16.3,0.264,0.681,0.47,0.159,0.482,0.522,91.24,7538,0.445,2007-08
Milwaukee Bucks,82,26,56,0.317,103.9,111.1,-7.2,0.582,1.45,16.5,0.332,0.694,0.506,0.158,0.482,0.522,92.61,7654,0.452,2007-08
Minnesota Timberwolves,82,22,60,0.268,102.7,110.0,-7.3,0.53,1.37,15.6,0.314,0.703,0.501,0.156,0.484,0.518,92.84,7632,0.435,2007-08
New Jersey Nets,82,34,48,0.415,102.3,107.7,-5.4,0.674,1.57,18.0,0.3,0.706,0.502,0.16,0.481,0.528,92.96,7679,0.475,2007-08
New Orleans Hornets,82,56,26,0.683,110.0,104.4,5.6,0.564,1.83,17.2,0.3,0.717,0.506,0.13,0.512,0.548,91.04,7517,0.526,2007-08
New York Knicks,82,23,59,0.28,103.5,110.4,-6.8,0.516,1.29,14.7,0.321,0.697,0.502,0.155,0.475,0.518,92.76,7676,0.44,2007-08
Orlando Magic,82,52,30,0.634,110.4,104.9,5.6,0.558,1.45,16.4,0.274,0.709,0.501,0.151,0.537,0.575,94.02,7757,0.529,2007-08
Philadelphia 76ers,82,40,42,0.488,105.1,104.7,0.5,0.547,1.43,15.9,0.351,0.688,0.515,0.156,0.482,0.522,91.56,7536,0.5,2007-08
Phoenix Suns,82,55,27,0.671,112.0,107.0,5.0,0.645,1.85,19.7,0.253,0.674,0.481,0.147,0.551,0.59,97.72,8058,0.556,2007-08
Portland Trail Blazers,82,41,41,0.5,105.9,106.8,-0.8,0.59,1.64,17.0,0.303,0.684,0.495,0.143,0.489,0.532,89.1,7381,0.495,2007-08
Sacramento Kings,82,38,44,0.463,106.2,108.6,-2.4,0.515,1.19,14.9,0.29,0.689,0.493,0.166,0.503,0.556,95.81,7920,0.483,2007-08
San Antonio Spurs,82,56,26,0.683,106.0,100.7,5.3,0.585,1.66,17.1,0.268,0.733,0.503,0.14,0.504,0.543,89.72,7377,0.533,2007-08
Seattle SuperSonics,82,20,62,0.244,99.6,108.3,-8.6,0.559,1.33,15.9,0.305,0.7,0.502,0.163,0.467,0.509,97.32,8030,0.45,2007-08
Toronto Raptors,82,41,41,0.5,108.9,105.6,3.3,0.62,2.04,18.7,0.269,0.709,0.489,0.127,0.511,0.551,91.35,7543,0.519,2007-08
Utah Jazz,82,54,28,0.659,112.1,104.9,7.2,0.66,1.8,19.6,0.327,0.71,0.521,0.154,0.528,0.573,94.64,7773,0.556,2007-08
Washington Wizards,82,43,39,0.524,107.6,107.9,-0.3,0.538,1.49,15.6,0.32,0.695,0.503,0.144,0.489,0.535,90.85,7533,0.488,2007-08
,6,4,2,0.667,93.8,97.3,-3.5,0.413,0.68,10.7,0.389,0.621,0.496,0.213,0.44,0.481,94.81,480,0.45,2008-09
,6,2,4,0.333,98.8,106.8,-8.1,0.331,0.48,8.7,0.369,0.606,0.482,0.232,0.47,0.529,96.41,482,0.414,2008-09
,5,4,1,0.8,103.6,91.5,12.2,0.519,0.97,13.6,0.346,0.704,0.532,0.187,0.48,0.544,92.64,386,0.682,2008-09
,5,4,1,0.8,103.9,98.9,5.0,0.359,0.65,10.2,0.35,0.59,0.467,0.203,0.486,0.544,109.8,458,0.573,2008-09
,5,2,3,0.4,110.7,102.3,8.4,0.356,0.67,9.7,0.456,0.665,0.554,0.198,0.471,0.54,94.44,394,0.57,2008-09
,5,2,3,0.4,93.1,93.6,-0.5,0.326,0.39,8.3,0.357,0.676,0.529,0.27,0.466,0.53,96.12,404,0.566,2008-09
,5,2,3,0.4,99.5,92.7,6.9,0.372,0.48,9.9,0.399,0.721,0.562,0.268,0.49,0.55,101.16,421,0.561,2008-09
,5,3,2,0.6,99.1,98.2,0.9,0.411,0.59,10.6,0.399,0.602,0.501,0.236,0.46,0.534,103.8,432,0.55,2008-09
,5,3,2,0.6,102.7,98.8,4.0,0.471,0.83,12.4,0.353,0.649,0.505,0.198,0.474,0.535,96.96,404,0.549,2008-09
,5,3,2,0.6,96.9,93.7,3.1,0.45,0.69,12.0,0.324,0.628,0.482,0.226,0.478,0.538,91.56,381,0.544,2008-09
,5,3,2,0.6,98.5,95.6,2.8,0.316,0.45,8.3,0.401,0.563,0.485,0.24,0.459,0.521,92.32,388,0.535,2008-09
,5,3,2,0.6,104.7,103.7,0.9,0.534,1.02,14.9,0.322,0.607,0.469,0.195,0.51,0.555,101.06,430,0.534,2008-09
,5,4,1,0.8,105.6,99.1,6.5,0.301,0.51,7.9,0.387,0.628,0.505,0.203,0.465,0.536,102.06,429,0.52,2008-09
,5,3,2,0.6,95.9,100.2,-4.3,0.393,0.49,9.4,0.362,0.641,0.509,0.244,0.451,0.53,104.91,442,0.48,2008-09
,5,2,3,0.4,105.6,105.6,0.0,0.388,0.68,11.7,0.405,0.721,0.556,0.229,0.513,0.556,98.4,410,0.48,2008-09
,5,1,4,0.2,101.2,102.6,-1.4,0.414,0.65,11.2,0.412,0.559,0.487,0.229,0.477,0.532,101.88,424,0.477,2008-09
,5,2,3,0.4,90.8,99.2,-8.4,0.431,0.62,11.3,0.349,0.562,0.465,0.236,0.466,0.507,95.29,403,0.473,2008-09
,5,2,3,0.4,100.0,99.5,0.5,0.446,0.79,11.8,0.332,0.647,0.477,0.194,0.473,0.527,96.37,402,0.428,2008-09
,5,0,5,0.0,99.5,104.8,-5.3,0.356,0.78,10.1,0.408,0.622,0.507,0.177,0.44,0.47,92.6,378,0.401,2008-09
,5,2,3,0.4,96.4,111.4,-15.0,0.397,0.82,10.9,0.23,0.596,0.411,0.165,0.454,0.506,101.3,413,0.345,2008-09
,4,2,2,0.5,96.5,99.7,-3.2,0.37,0.46,9.1,0.377,0.699,0.545,0.256,0.452,0.518,94.65,313,0.481,2008-09
Atlanta Hawks,82,47,35,0.573,108.3,106.7,1.7,0.561,1.58,16.4,0.295,0.682,0.49,0.141,0.504,0.546,90.44,7428,0.507,2008-09
Boston Celtics,82,62,20,0.756,109.5,101.6,7.9,0.606,1.45,17.8,0.314,0.715,0.524,0.169,0.528,0.571,91.15,7560,0.562,2008-09
Charlotte Bobcats,82,35,47,0.427,103.7,105.0,-1.3,0.607,1.36,17.0,0.321,0.686,0.504,0.173,0.494,0.536,89.18,7401,0.495,2008-09
Chicago Bulls,82,41,41,0.5,107.2,107.5,-0.3,0.554,1.45,16.1,0.321,0.675,0.498,0.153,0.493,0.541,94.1,7816,0.499,2008-09
Cleveland Cavaliers,82,66,16,0.805,111.2,101.6,9.6,0.55,1.59,16.4,0.306,0.707,0.512,0.141,0.519,0.56,89.61,7395,0.559,2008-09
Dallas Mavericks,82,50,32,0.61,109.0,107.0,2.0,0.569,1.71,17.0,0.297,0.707,0.504,0.136,0.504,0.55,92.68,7651,0.522,2008-09
Denver Nuggets,82,54,28,0.659,109.0,105.6,3.4,0.595,1.45,16.9,0.311,0.683,0.503,0.16,0.512,0.563,95.39,7848,0.529,2008-09
Detroit Pistons,82,39,43,0.476,105.8,106.4,-0.6,0.567,1.74,16.7,0.311,0.711,0.508,0.133,0.483,0.524,88.02,7302,0.496,2008-09
Golden State Warriors,82,29,53,0.354,108.0,111.7,-3.7,0.53,1.42,15.4,0.293,0.652,0.473,0.146,0.497,0.549,99.57,8247,0.478,2008-09
Houston Rockets,82,53,29,0.646,107.1,102.9,4.2,0.562,1.44,16.2,0.308,0.714,0.517,0.154,0.501,0.548,91.23,7532,0.53,2008-09
Indiana Pacers,82,36,46,0.439,107.2,108.2,-1.0,0.551,1.49,16.3,0.291,0.707,0.498,0.148,0.501,0.545,97.34,8037,0.489,2008-09
Los Angeles Clippers,82,19,63,0.232,101.0,110.1,-9.2,0.583,1.41,16.4,0.287,0.679,0.479,0.158,0.481,0.52,93.3,7723,0.441,2008-09
Los Angeles Lakers,82,65,17,0.793,111.4,103.5,7.9,0.577,1.73,17.3,0.326,0.698,0.514,0.14,0.513,0.555,95.49,7874,0.547,2008-09
Memphis Grizzlies,82,24,58,0.293,102.3,108.2,-6.0,0.497,1.14,14.2,0.297,0.697,0.495,0.166,0.486,0.533,91.22,7528,0.457,2008-09
Miami Heat,82,43,39,0.524,106.8,106.5,0.3,0.551,1.63,16.3,0.282,0.693,0.484,0.136,0.5,0.54,90.8,7547,0.505,2008-09
Milwaukee Bucks,82,34,48,0.415,105.2,106.3,-1.1,0.599,1.56,16.8,0.31,0.699,0.496,0.149,0.483,0.531,93.89,7736,0.485,2008-09
Minnesota Timberwolves,82,24,58,0.293,104.9,109.9,-5.0,0.561,1.44,15.9,0.321,0.717,0.511,0.152,0.481,0.526,92.76,7645,0.453,2008-09
New Jersey Nets,82,34,48,0.415,106.8,109.5,-2.7,0.559,1.52,16.0,0.288,0.703,0.493,0.143,0.497,0.543,91.12,7530,0.474,2008-09
New Orleans Hornets,82,49,33,0.598,107.6,105.8,1.8,0.553,1.56,16.3,0.282,0.707,0.496,0.141,0.501,0.548,88.74,7303,0.515,2008-09
New York Knicks,82,32,50,0.39,107.0,109.4,-2.5,0.551,1.48,16.0,0.277,0.696,0.48,0.146,0.503,0.544,97.82,8066,0.467,2008-09
Oklahoma City Thunder,82,23,59,0.28,101.4,107.6,-6.2,0.555,1.25,15.6,0.309,0.716,0.508,0.17,0.471,0.521,95.1,7841,0.464,2008-09
Orlando Magic,82,59,23,0.72,108.3,101.3,7.1,0.544,1.39,15.6,0.273,0.717,0.502,0.149,0.52,0.559,92.99,7649,0.545,2008-09
Philadelphia 76ers,82,41,41,0.5,106.3,106.1,0.2,0.55,1.42,15.8,0.342,0.68,0.508,0.154,0.485,0.532,91.3,7512,0.503,2008-09
Phoenix Suns,82,46,36,0.561,112.4,110.4,2.0,0.565,1.48,17.4,0.308,0.682,0.503,0.161,0.545,0.584,96.99,7984,0.525,2008-09
Portland Trail Blazers,82,54,28,0.659,112.1,106.1,6.0,0.552,1.58,16.4,0.355,0.708,0.528,0.145,0.511,0.553,88.02,7273,0.531,2008-09
Sacramento Kings,82,17,65,0.207,104.4,113.4,-9.0,0.541,1.28,15.3,0.289,0.669,0.477,0.16,0.491,0.542,95.29,7901,0.44,2008-09
San Antonio Spurs,82,54,28,0.659,107.6,103.4,4.2,0.571,1.8,17.3,0.258,0.74,0.502,0.13,0.513,0.548,89.19,7395,0.523,2008-09
Toronto Raptors,82,33,49,0.402,105.5,108.6,-3.0,0.601,1.67,17.5,0.276,0.706,0.493,0.143,0.494,0.542,93.26,7697,0.492,2008-09
Utah Jazz,82,48,34,0.585,108.5,105.8,2.7,0.644,1.67,18.4,0.316,0.693,0.505,0.155,0.504,0.554,94.47,7827,0.535,2008-09
Washington Wizards,82,19,63,0.232,104.0,112.1,-8.1,0.548,1.43,15.8,0.313,0.689,0.495,0.151,0.48,0.524,92.26,7576,0.448,2008-09
,5,5,0,1.0,105.1,83.6,21.5,0.456,0.91,13.0,0.377,0.678,0.543,0.191,0.492,0.547,99.24,413,0.741,2009-10
,5,5,0,1.0,106.5,96.5,9.9,0.565,0.87,14.9,0.414,0.604,0.517,0.236,0.521,0.568,96.6,403,0.671,2009-10
,5,4,1,0.8,106.7,92.7,14.0,0.346,0.67,9.8,0.362,0.606,0.488,0.189,0.474,0.54,103.37,434,0.654,2009-10
,5,4,1,0.8,101.0,91.8,9.2,0.483,0.91,13.3,0.327,0.593,0.463,0.194,0.488,0.53,96.6,402,0.566,2009-10
,5,4,1,0.8,105.2,98.9,6.3,0.364,0.86,10.4,0.342,0.618,0.485,0.158,0.474,0.526,102.87,442,0.53,2009-10
,5,4,1,0.8,107.7,104.0,3.7,0.452,1.04,12.7,0.386,0.632,0.506,0.166,0.488,0.529,96.84,403,0.522,2009-10
,5,3,2,0.6,101.9,101.2,0.7,0.394,0.8,11.6,0.354,0.605,0.486,0.191,0.49,0.524,99.24,413,0.52,2009-10
,5,1,4,0.2,98.1,100.7,-2.7,0.369,0.55,9.4,0.292,0.693,0.506,0.213,0.474,0.546,99.36,413,0.514,2009-10
,5,3,2,0.6,101.3,100.7,0.5,0.366,0.56,10.2,0.391,0.595,0.5,0.238,0.481,0.55,96.12,399,0.506,2009-10
,5,3,2,0.6,99.8,98.5,1.2,0.385,0.71,10.5,0.3,0.643,0.477,0.189,0.472,0.532,99.0,412,0.5,2009-10
,5,3,2,0.6,95.1,98.4,-3.2,0.44,0.8,11.6,0.35,0.639,0.496,0.19,0.445,0.494,102.96,431,0.482,2009-10
,5,1,4,0.2,103.9,106.6,-2.7,0.397,0.78,11.3,0.39,0.574,0.48,0.193,0.466,0.527,98.52,410,0.481,2009-10
,5,1,4,0.2,100.5,105.6,-5.2,0.468,0.72,11.1,0.455,0.681,0.561,0.214,0.434,0.501,101.7,429,0.466,2009-10
,5,3,2,0.6,105.3,108.1,-2.9,0.473,0.91,12.7,0.465,0.63,0.542,0.196,0.462,0.516,94.8,397,0.462,2009-10
,5,1,4,0.2,105.7,112.2,-6.5,0.387,0.94,11.3,0.363,0.607,0.477,0.158,0.472,0.525,101.36,436,0.457,2009-10
,5,1,4,0.2,93.8,96.0,-2.2,0.43,0.64,11.0,0.333,0.625,0.474,0.225,0.469,0.508,96.84,404,0.44,2009-10
,5,2,3,0.4,92.7,99.8,-7.0,0.466,0.57,11.2,0.393,0.67,0.527,0.264,0.449,0.498,99.36,413,0.429,2009-10
,5,1,4,0.2,103.4,109.2,-5.8,0.403,0.74,11.3,0.369,0.658,0.507,0.204,0.493,0.528,98.88,412,0.428,2009-10
,5,3,2,0.6,101.5,105.0,-3.5,0.329,0.7,9.3,0.402,0.652,0.516,0.185,0.457,0.497,95.88,400,0.418,2009-10
,5,0,5,0.0,97.1,109.5,-12.4,0.482,0.99,12.3,0.343,0.594,0.46,0.168,0.431,0.482,98.4,410,0.401,2009-10
,5,0,5,0.0,84.6,102.1,-17.5,0.496,0.56,12.0,0.344,0.58,0.46,0.28,0.454,0.491,93.48,389,0.341,2009-10
Atlanta Hawks,82,53,29,0.646,111.0,106.0,4.9,0.562,1.83,17.1,0.32,0.685,0.502,0.13,0.506,0.545,90.77,7515,0.523,2009-10
Boston Celtics,82,50,32,0.61,106.9,103.2,3.7,0.635,1.58,18.5,0.274,0.697,0.493,0.16,0.522,0.564,92.22,7609,0.54,2009-10
Charlotte Bobcats,82,44,38,0.537,103.9,102.0,1.9,0.58,1.29,16.1,0.315,0.698,0.51,0.172,0.49,0.538,90.91,7519,0.518,2009-10
Chicago Bulls,82,41,41,0.5,102.6,104.2,-1.6,0.553,1.45,16.0,0.303,0.709,0.509,0.151,0.477,0.52,94.02,7794,0.5,2009-10
Cleveland Cavaliers,82,61,21,0.744,110.6,103.8,6.8,0.592,1.61,17.7,0.293,0.725,0.519,0.15,0.532,0.57,91.77,7573,0.552,2009-10
Dallas Mavericks,82,55,27,0.671,107.8,105.0,2.8,0.611,1.81,18.0,0.279,0.697,0.493,0.137,0.506,0.552,93.6,7757,0.534,2009-10
