TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
Milwaukee Bucks,82,33,49,0.5,103.4,107.8,-4.5,0.582,1.52,17.6,0.279,0.721,0.5,0.148,0.502,0.541,95.05,7858.0,0.483,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Timberwolves,82,29,53,0.5,105.4,109.0,-3.5,0.582,1.56,17.6,0.279,0.721,0.5,0.148,0.502,0.541,96.2,7965.0,0.497,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Orleans Pelicans,82,30,52,0.5,104.8,108.4,-3.7,0.582,1.65,16.8,0.279,0.721,0.5,0.148,0.502,0.541,97.64,8041.0,0.472,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York Knicks,82,32,50,0.5,103.9,106.7,-2.8,0.582,1.53,16.0,0.279,0.721,0.5,0.148,0.502,0.541,94.12,7763.0,0.487,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oklahoma City Thunder,82,55,27,0.5,112.1,104.8,7.4,0.582,1.44,16.7,0.279,0.721,0.5,0.148,0.502,0.541,97.54,8061.0,0.546,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Magic,82,35,47,0.5,104.4,106.0,-1.6,0.582,1.67,17.6,0.279,0.721,0.5,0.148,0.502,0.541,96.68,8018.0,0.488,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia 76ers,82,10,72,0.5,98.4,108.6,-10.2,0.582,1.31,16.3,0.279,0.721,0.5,0.148,0.502,0.541,98.44,8119.0,0.428,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Suns,82,23,59,0.5,101.5,107.9,-6.5,0.582,1.21,15.4,0.279,0.721,0.5,0.148,0.502,0.541,99.39,8152.0,0.45,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,44,38,0.5,107.6,106.8,0.8,0.582,1.46,16.0,0.279,0.721,0.5,0.148,0.502,0.541,97.06,8012.0,0.493,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,33,49,0.5,105.3,107.6,-2.3,0.582,1.52,17.6,0.279,0.721,0.5,0.148,0.502,0.541,100.66,8302.0,0.494,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,67,15,0.5,109.3,98.2,11.1,0.582,1.88,18.8,0.279,0.721,0.5,0.148,0.502,0.541,94.54,7767.0,0.578,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,56,26,0.5,109.3,104.8,4.4,0.582,1.43,14.9,0.279,0.721,0.5,0.148,0.502,0.541,93.35,7707.0,0.525,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,40,42,0.5,105.0,103.2,1.8,0.582,1.27,15.1,0.279,0.721,0.5,0.148,0.502,0.541,91.66,7625.0,0.508,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,41,41,0.5,104.5,105.1,-0.5,0.582,1.69,18.1,0.279,0.721,0.5,0.148,0.502,0.541,99.16,8163.0,0.497,2015-16,0.0,0.0,0.452,0.0,0.0,0.353,0.0,0.0,0.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,43,39,0.5,104.5,105.2,-0.7,0.579,1.5,17.4,0.276,0.724,0.5,0.143,0.514,0.552,97.76,8091.0,0.506,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,53,29,0.5,110.6,108.0,2.6,0.579,1.9,18.8,0.276,0.724,0.5,0.143,0.514,0.552,97.21,8005.0,0.514,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooklyn Nets,82,20,62,0.5,103.6,110.1,-6.5,0.579,1.29,15.9,0.276,0.724,0.5,0.143,0.514,0.552,101.75,8371.0,0.46,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Hornets,82,36,46,0.5,108.4,108.4,0.0,0.579,2.01,17.6,0.276,0.724,0.5,0.143,0.514,0.552,95.92,7934.0,0.505,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,41,41,0.5,106.5,106.2,0.3,0.579,1.66,16.8,0.276,0.724,0.5,0.143,0.514,0.552,96.02,7919.0,0.504,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,51,31,0.5,112.8,109.7,3.1,0.579,1.66,17.1,0.276,0.724,0.5,0.143,0.514,0.552,96.74,8019.0,0.51,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Mavericks,82,33,49,0.5,104.7,107.7,-3.0,0.579,1.75,16.8,0.276,0.724,0.5,0.143,0.514,0.552,93.11,7668.0,0.479,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,82,40,42,0.5,112.2,111.7,0.4,0.579,1.69,18.2,0.276,0.724,0.5,0.143,0.514,0.552,99.18,8167.0,0.503,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Pistons,82,37,45,0.5,105.3,106.7,-1.4,0.579,1.78,16.1,0.276,0.724,0.5,0.143,0.514,0.552,95.52,7890.0,0.482,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden State Warriors,82,67,15,0.5,114.8,103.4,11.4,0.579,2.06,21.2,0.276,0.724,0.5,0.143,0.514,0.552,100.37,8279.0,0.579,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Rockets,82,55,27,0.5,114.1,108.4,5.7,0.579,1.67,18.1,0.276,0.724,0.5,0.143,0.514,0.552,100.55,8289.0,0.516,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Pacers,82,42,40,0.5,107.9,108.1,-0.2,0.579,1.63,17.2,0.276,0.724,0.5,0.143,0.514,0.552,96.59,7989.0,0.505,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Clippers,82,51,31,0.5,111.8,107.5,4.4,0.579,1.74,17.2,0.276,0.724,0.5,0.143,0.514,0.552,96.77,7968.0,0.527,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Lakers,82,26,56,0.5,105.3,112.0,-6.7,0.579,1.38,15.6,0.276,0.724,0.5,0.143,0.514,0.552,99.26,8143.0,0.446,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memphis Grizzlies,82,43,39,0.5,107.0,106.5,0.5,0.579,1.65,16.5,0.276,0.724,0.5,0.143,0.514,0.552,92.84,7702.0,0.501,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Heat,82,41,41,0.5,107.4,106.4,1.0,0.579,1.58,16.3,0.276,0.724,0.5,0.143,0.514,0.552,95.51,7875.0,0.5,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milwaukee Bucks,82,42,40,0.5,108.5,108.7,-0.2,0.579,1.73,18.5,0.276,0.724,0.5,0.143,0.514,0.552,94.99,7828.0,0.504,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Timberwolves,82,31,51,0.5,110.0,110.9,-0.9,0.579,1.69,17.7,0.276,0.724,0.5,0.143,0.514,0.552,95.48,7870.0,0.501,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Orleans Pelicans,82,34,48,0.5,104.7,106.8,-2.1,0.579,1.77,17.1,0.276,0.724,0.5,0.143,0.514,0.552,98.56,8173.0,0.493,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York Knicks,82,31,51,0.5,107.1,110.7,-3.6,0.579,1.57,16.3,0.276,0.724,0.5,0.143,0.514,0.552,96.63,7990.0,0.482,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oklahoma City Thunder,82,47,35,0.5,107.9,107.1,0.8,0.579,1.4,15.5,0.276,0.724,0.5,0.143,0.514,0.552,98.18,8099.0,0.499,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Magic,82,29,53,0.5,103.7,110.3,-6.5,0.579,1.67,16.8,0.276,0.724,0.5,0.143,0.514,0.552,96.9,7989.0,0.46,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia 76ers,82,28,54,0.5,102.7,108.2,-5.5,0.579,1.43,17.4,0.276,0.724,0.5,0.143,0.514,0.552,99.07,8179.0,0.47,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Suns,82,24,58,0.5,106.1,111.3,-5.2,0.579,1.27,14.4,0.276,0.724,0.5,0.143,0.514,0.552,100.85,8320.0,0.462,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,41,41,0.5,109.4,110.0,-0.6,0.579,1.54,16.0,0.276,0.724,0.5,0.143,0.514,0.552,97.38,8088.0,0.493,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,32,50,0.5,106.6,110.8,-4.2,0.579,1.54,17.3,0.276,0.724,0.5,0.143,0.514,0.552,95.42,7911.0,0.478,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,61,21,0.5,110.3,102.9,7.4,0.579,1.77,18.1,0.276,0.724,0.5,0.143,0.514,0.552,94.86,7832.0,0.551,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,51,31,0.5,111.4,107.1,4.3,0.579,1.46,14.5,0.276,0.724,0.5,0.143,0.514,0.552,95.41,7867.0,0.516,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,51,31,0.5,109.0,104.7,4.3,0.579,1.48,16.2,0.276,0.724,0.5,0.143,0.514,0.552,92.09,7579.0,0.534,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,49,33,0.5,110.4,108.8,1.7,0.579,1.68,17.6,0.276,0.724,0.5,0.143,0.514,0.552,97.94,8109.0,0.511,2016-17,0.0,0.0,0.457,0.0,0.0,0.357,0.0,0.0,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,24,58,0.5,104.4,110.1,-5.7,0.586,1.53,17.6,0.267,0.733,0.5,0.145,0.521,0.556,98.76,8114.0,0.468,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,55,27,0.5,106.8,103.2,3.6,0.586,1.6,17.0,0.267,0.733,0.5,0.145,0.521,0.556,96.75,7987.0,0.519,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooklyn Nets,82,28,54,0.5,106.1,109.7,-3.6,0.586,1.56,17.3,0.267,0.733,0.5,0.145,0.521,0.556,99.66,8238.0,0.474,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Hornets,82,36,46,0.5,109.0,109.0,-0.1,0.586,1.7,16.1,0.267,0.733,0.5,0.145,0.521,0.556,98.66,8143.0,0.5,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,27,55,0.5,103.4,110.5,-7.0,0.586,1.68,17.3,0.267,0.733,0.5,0.145,0.521,0.556,98.65,8160.0,0.453,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,50,32,0.5,112.0,111.1,1.0,0.586,1.7,17.5,0.267,0.733,0.5,0.145,0.521,0.556,98.72,8114.0,0.502,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Mavericks,82,24,58,0.5,105.4,108.4,-2.9,0.586,1.85,17.3,0.267,0.733,0.5,0.145,0.521,0.556,96.53,7959.0,0.475,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denver Nuggets,82,46,36,0.5,111.4,110.0,1.4,0.586,1.68,18.2,0.267,0.733,0.5,0.145,0.521,0.556,97.69,8095.0,0.511,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit Pistons,82,39,43,0.5,106.6,106.7,-0.1,0.586,1.7,17.1,0.267,0.733,0.5,0.145,0.521,0.556,96.75,7981.0,0.489,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden State Warriors,82,58,24,0.5,112.8,106.8,5.9,0.586,1.9,20.9,0.267,0.733,0.5,0.145,0.521,0.556,100.35,8251.0,0.554,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Rockets,82,65,17,0.5,114.1,105.7,8.4,0.586,1.56,16.4,0.267,0.733,0.5,0.145,0.521,0.556,98.02,8078.0,0.531,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indiana Pacers,82,48,34,0.5,108.5,107.3,1.3,0.586,1.67,16.8,0.267,0.733,0.5,0.145,0.521,0.556,96.84,7977.0,0.509,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA Clippers,82,42,40,0.5,109.4,109.2,0.2,0.586,1.52,16.5,0.267,0.733,0.5,0.145,0.521,0.556,99.54,8167.0,0.497,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Los Angeles Lakers,82,35,47,0.5,106.0,107.3,-1.3,0.586,1.51,17.0,0.267,0.733,0.5,0.145,0.521,0.556,100.9,8361.0,0.491,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Memphis Grizzlies,82,22,60,0.5,103.6,110.4,-6.8,0.586,1.44,16.6,0.267,0.733,0.5,0.145,0.521,0.556,95.65,7865.0,0.46,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Heat,82,44,38,0.5,106.2,105.8,0.4,0.586,1.58,17.1,0.267,0.733,0.5,0.145,0.521,0.556,96.1,7985.0,0.505,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milwaukee Bucks,82,44,38,0.5,109.0,109.1,-0.2,0.586,1.68,17.7,0.267,0.733,0.5,0.145,0.521,0.556,97.03,8013.0,0.502,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minnesota Timberwolves,82,47,35,0.5,112.5,110.2,2.3,0.586,1.82,17.0,0.267,0.733,0.5,0.145,0.521,0.556,96.75,7985.0,0.518,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Orleans Pelicans,82,48,34,0.5,108.5,107.4,1.1,0.586,1.79,19.0,0.267,0.733,0.5,0.145,0.521,0.556,101.48,8443.0,0.525,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York Knicks,82,29,53,0.5,106.3,109.7,-3.4,0.586,1.58,17.2,0.267,0.733,0.5,0.145,0.521,0.556,97.64,8059.0,0.481,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oklahoma City Thunder,82,48,34,0.5,110.1,106.4,3.7,0.586,1.53,15.8,0.267,0.733,0.5,0.145,0.521,0.556,97.34,8036.0,0.508,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orlando Magic,82,25,57,0.5,104.7,109.4,-4.7,0.586,1.61,17.5,0.267,0.733,0.5,0.145,0.521,0.556,98.58,8096.0,0.472,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia 76ers,82,52,30,0.5,108.5,103.9,4.6,0.586,1.64,19.1,0.267,0.733,0.5,0.145,0.521,0.556,100.75,8299.0,0.542,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phoenix Suns,82,21,61,0.5,102.8,111.7,-9.0,0.586,1.35,15.6,0.267,0.733,0.5,0.145,0.521,0.556,101.14,8293.0,0.442,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portland Trail Blazers,82,49,33,0.5,108.4,105.7,2.7,0.586,1.44,15.0,0.267,0.733,0.5,0.145,0.521,0.556,97.11,7992.0,0.51,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sacramento Kings,82,27,55,0.5,103.1,110.4,-7.3,0.586,1.57,16.6,0.267,0.733,0.5,0.145,0.521,0.556,95.5,7860.0,0.451,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio Spurs,82,47,35,0.5,107.1,104.1,3.0,0.586,1.73,17.3,0.267,0.733,0.5,0.145,0.521,0.556,95.7,7867.0,0.525,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toronto Raptors,82,59,23,0.5,113.0,105.3,7.7,0.586,1.82,17.9,0.267,0.733,0.5,0.145,0.521,0.556,98.02,8104.0,0.538,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah Jazz,82,48,34,0.5,107.4,103.0,4.4,0.586,1.53,17.1,0.267,0.733,0.5,0.145,0.521,0.556,96.58,7951.0,0.532,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington Wizards,82,43,39,0.5,108.1,107.7,0.4,0.586,1.73,18.4,0.267,0.733,0.5,0.145,0.521,0.556,97.67,8087.0,0.509,2017-18,0.0,0.0,0.46,0.0,0.0,0.362,0.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlanta Hawks,82,29,53,0.5,107.5,113.1,-5.5,0.598,1.52,17.7,0.271,0.728,0.5,0.139,0.524,0.56,104.56,8642.0,0.464,2018-19,0.0,0.0,0.46,0.0,0.0,0.356,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boston Celtics,82,49,33,0.5,111.3,107.0,4.3,0.598,2.05,18.8,0.271,0.728,0.5,0.139,0.524,0.56,100.43,8282.0,0.53,2018-19,0.0,0.0,0.46,0.0,0.0,0.356,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brooklyn Nets,82,42,40,0.5,108.9,109.0,-0.1,0.598,1.58,16.9,0.271,0.728,0.5,0.139,0.524,0.56,101.52,8452.0,0.492,2018-19,0.0,0.0,0.46,0.0,0.0,0.356,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlotte Hornets,82,39,43,0.5,110.7,112.0,-1.3,0.598,1.9,17.0,0.271,0.728,0.5,0.139,0.524,0.56,99.18,8202.0,0.486,2018-19,0.0,0.0,0.46,0.0,0.0,0.356,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chicago Bulls,82,22,60,0.5,104.5,112.8,-8.3,0.598,1.55,16.3,0.271,0.728,0.5,0.139,0.524,0.56,99.3,8232.0,0.453,2018-19,0.0,0.0,0.46,0.0,0.0,0.356,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland Cavaliers,82,19,63,0.5,106.8,116.8,-10.0,0.598,1.54,15.6,0.271,0.728,0.5,0.139,0.524,0.56,97.37,8021.0,0.436,2018-19,0.0,0.0,0.46,0.0,0.0,0.356,0.0,0.0,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
