TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,POSS,PIE,SEASON,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
Washington Wizards,82,44,38,0.5,0.0,0.0,0.0,0.583,0.0,0.0,0.294,0.706,0.5,0.153,0.501,0.541,0.0,0.0,0.0,2013-14,3177.0,6920.0,0.455,647.0,1704.0,0.359,1253.0,1715.0,0.757,886.0,2573.0,3459.0,1909.0,1204.0,668.0,377.0,320.0,1675.0,1600.0,8254.0,104.0
Atlanta Hawks,82,60,22,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3121.0,6699.0,0.449,818.0,2152.0,0.349,1349.0,1735.0,0.751,715.0,2611.0,3326.0,2111.0,1167.0,744.0,380.0,404.0,1457.0,1611.0,8409.0,445.0
Boston Celtics,82,40,42,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3193.0,7211.0,0.449,660.0,2021.0,0.349,1266.0,1678.0,0.751,910.0,2685.0,3595.0,2009.0,1133.0,674.0,294.0,431.0,1738.0,1545.0,8312.0,13.0
Brooklyn Nets,82,38,44,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3069.0,6804.0,0.449,541.0,1633.0,0.349,1359.0,1817.0,0.751,846.0,2627.0,3473.0,1716.0,1133.0,576.0,340.0,372.0,1579.0,1641.0,8038.0,-236.0
Charlotte Hornets,82,33,49,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,2913.0,6932.0,0.449,498.0,1566.0,0.349,1397.0,1867.0,0.751,820.0,2793.0,3613.0,1654.0,976.0,499.0,448.0,440.0,1494.0,1708.0,7721.0,-260.0
Chicago Bulls,82,50,32,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3001.0,6797.0,0.449,645.0,1825.0,0.349,1618.0,2067.0,0.751,959.0,2792.0,3751.0,1781.0,1145.0,514.0,476.0,443.0,1495.0,1736.0,8265.0,246.0
Cleveland Cavaliers,82,53,29,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3089.0,6739.0,0.449,826.0,2253.0,0.349,1453.0,1934.0,0.751,911.0,2612.0,3523.0,1814.0,1171.0,603.0,340.0,368.0,1510.0,1685.0,8457.0,367.0
Dallas Mavericks,82,50,32,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3255.0,7036.0,0.449,732.0,2082.0,0.349,1386.0,1843.0,0.751,858.0,2608.0,3466.0,1846.0,1062.0,663.0,371.0,314.0,1644.0,1816.0,8628.0,238.0
Denver Nuggets,82,30,52,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3099.0,7158.0,0.449,660.0,2032.0,0.349,1462.0,1991.0,0.751,1012.0,2653.0,3665.0,1788.0,1166.0,641.0,367.0,504.0,1882.0,1698.0,8320.0,-291.0
Detroit Pistons,82,32,50,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3041.0,7038.0,0.449,703.0,2043.0,0.349,1292.0,1838.0,0.751,1051.0,2630.0,3681.0,1771.0,1099.0,623.0,383.0,391.0,1559.0,1584.0,8077.0,-82.0
Golden State Warriors,82,67,15,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3410.0,7137.0,0.449,883.0,2217.0,0.349,1313.0,1709.0,0.751,853.0,2814.0,3667.0,2248.0,1185.0,762.0,496.0,293.0,1628.0,1541.0,9016.0,828.0
Houston Rockets,82,56,26,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3032.0,6832.0,0.449,933.0,2680.0,0.349,1525.0,2133.0,0.751,958.0,2624.0,3582.0,1820.0,1366.0,777.0,407.0,437.0,1803.0,1730.0,8522.0,282.0
Indiana Pacers,82,38,44,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,2998.0,6824.0,0.449,612.0,1740.0,0.349,1373.0,1817.0,0.751,856.0,2822.0,3678.0,1757.0,1147.0,505.0,375.0,386.0,1742.0,1754.0,7981.0,23.0
Los Angeles Clippers,82,56,26,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3228.0,6830.0,0.449,827.0,2202.0,0.349,1468.0,2067.0,0.751,784.0,2711.0,3495.0,2031.0,1012.0,640.0,409.0,245.0,1749.0,1766.0,8751.0,540.0
Los Angeles Lakers,82,21,61,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3054.0,7020.0,0.449,532.0,1546.0,0.349,1433.0,1935.0,0.751,952.0,2647.0,3599.0,1715.0,1086.0,578.0,366.0,396.0,1741.0,1589.0,8073.0,-561.0
Memphis Grizzlies,82,55,27,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3097.0,6763.0,0.449,423.0,1246.0,0.349,1445.0,1869.0,0.751,856.0,2634.0,3490.0,1777.0,1094.0,700.0,347.0,424.0,1567.0,1662.0,8062.0,266.0
Miami Heat,82,37,45,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,2885.0,6330.0,0.449,556.0,1659.0,0.349,1438.0,1940.0,0.751,747.0,2461.0,3208.0,1626.0,1214.0,642.0,372.0,359.0,1636.0,1715.0,7764.0,-213.0
Milwaukee Bucks,82,41,41,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3083.0,6722.0,0.449,545.0,1500.0,0.349,1312.0,1734.0,0.751,876.0,2574.0,3450.0,1932.0,1373.0,789.0,403.0,392.0,1814.0,1649.0,8023.0,35.0
Minnesota Timberwolves,82,16,66,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,2986.0,6820.0,0.449,406.0,1223.0,0.349,1638.0,2110.0,0.751,949.0,2406.0,3355.0,1771.0,1231.0,668.0,327.0,449.0,1571.0,1751.0,8016.0,-721.0
New Orleans Pelicans,82,45,37,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3108.0,6795.0,0.449,586.0,1583.0,0.349,1345.0,1790.0,0.751,942.0,2621.0,3563.0,1806.0,1087.0,553.0,510.0,475.0,1530.0,1533.0,8147.0,65.0
New York Knicks,82,17,65,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,2882.0,6726.0,0.449,560.0,1614.0,0.349,1211.0,1575.0,0.751,867.0,2443.0,3310.0,1746.0,1206.0,575.0,382.0,353.0,1768.0,1564.0,7535.0,-764.0
Oklahoma City Thunder,82,45,37,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3184.0,7119.0,0.449,632.0,1864.0,0.349,1524.0,2020.0,0.751,1052.0,2844.0,3896.0,1681.0,1205.0,598.0,454.0,377.0,1829.0,1675.0,8524.0,179.0
Orlando Magic,82,25,57,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3076.0,6792.0,0.449,554.0,1598.0,0.349,1141.0,1565.0,0.751,822.0,2607.0,3429.0,1692.0,1221.0,647.0,314.0,441.0,1714.0,1467.0,7847.0,-469.0
Philadelphia 76ers,82,18,64,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,2765.0,6777.0,0.449,692.0,2160.0,0.349,1320.0,1953.0,0.751,978.0,2536.0,3514.0,1683.0,1453.0,789.0,487.0,454.0,1778.0,1657.0,7542.0,-736.0
Phoenix Suns,82,39,43,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3178.0,7038.0,0.449,698.0,2048.0,0.349,1343.0,1767.0,0.751,896.0,2643.0,3539.0,1659.0,1238.0,700.0,385.0,337.0,1744.0,1664.0,8397.0,-74.0
Portland Trail Blazers,82,51,31,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3175.0,7049.0,0.449,807.0,2231.0,0.349,1272.0,1589.0,0.751,879.0,2881.0,3760.0,1799.0,1117.0,525.0,372.0,297.0,1494.0,1534.0,8429.0,347.0
Sacramento Kings,82,29,53,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3010.0,6617.0,0.449,461.0,1350.0,0.349,1829.0,2400.0,0.751,895.0,2728.0,3623.0,1667.0,1333.0,550.0,324.0,508.0,1696.0,1958.0,8310.0,-304.0
San Antonio Spurs,82,55,27,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3208.0,6854.0,0.449,677.0,1847.0,0.349,1368.0,1754.0,0.751,806.0,2772.0,3578.0,2000.0,1146.0,657.0,444.0,362.0,1564.0,1613.0,8461.0,508.0
Toronto Raptors,82,49,33,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3108.0,6829.0,0.449,726.0,2060.0,0.349,1585.0,2014.0,0.751,881.0,2526.0,3407.0,1701.0,1057.0,615.0,357.0,413.0,1712.0,1668.0,8527.0,252.0
Utah Jazz,82,38,44,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,2900.0,6492.0,0.449,610.0,1781.0,0.349,1391.0,1929.0,0.751,988.0,2617.0,3605.0,1632.0,1256.0,623.0,489.0,382.0,1583.0,1604.0,7801.0,18.0
Washington Wizards,82,46,36,0.5,0.0,0.0,0.0,0.587,0.0,0.0,0.292,0.708,0.5,0.15,0.496,0.534,0.0,0.0,0.0,2014-15,3139.0,6790.0,0.449,497.0,1381.0,0.349,1305.0,1758.0,0.751,862.0,2801.0,3663.0,1969.0,1233.0,601.0,378.0,350.0,1707.0,1610.0,8080.0,59.0
Atlanta Hawks,82,48,34,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3168.0,6923.0,0.452,815.0,2326.0,0.353,1282.0,1638.0,0.758,679.0,2772.0,3451.0,2100.0,1226.0,747.0,486.0,411.0,1570.0,1500.0,8433.0,296.0
Boston Celtics,82,48,34,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3216.0,7318.0,0.452,717.0,2142.0,0.353,1520.0,1929.0,0.758,950.0,2733.0,3683.0,1981.0,1127.0,752.0,348.0,450.0,1796.0,1718.0,8669.0,263.0
Brooklyn Nets,82,21,61,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3136.0,6920.0,0.452,531.0,1508.0,0.353,1286.0,1699.0,0.758,863.0,2614.0,3477.0,1829.0,1212.0,627.0,332.0,430.0,1476.0,1510.0,8089.0,-603.0
Charlotte Hornets,82,48,34,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3036.0,6922.0,0.452,873.0,2410.0,0.353,1534.0,1941.0,0.758,734.0,2869.0,3603.0,1778.0,1029.0,595.0,438.0,448.0,1487.0,1670.0,8479.0,223.0
Chicago Bulls,82,42,40,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3165.0,7170.0,0.452,651.0,1753.0,0.353,1354.0,1720.0,0.758,907.0,2889.0,3796.0,1870.0,1141.0,495.0,470.0,465.0,1545.0,1535.0,8335.0,-121.0
Cleveland Cavaliers,82,57,25,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3171.0,6888.0,0.452,880.0,2428.0,0.353,1333.0,1783.0,0.758,873.0,2777.0,3650.0,1861.0,1114.0,551.0,317.0,362.0,1666.0,1690.0,8555.0,492.0
Dallas Mavericks,82,42,40,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3064.0,6900.0,0.452,806.0,2342.0,0.353,1454.0,1831.0,0.758,751.0,2781.0,3532.0,1813.0,1047.0,560.0,306.0,363.0,1595.0,1757.0,8388.0,-25.0
Denver Nuggets,82,33,49,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3093.0,7003.0,0.452,656.0,1943.0,0.353,1513.0,1974.0,0.758,941.0,2718.0,3659.0,1858.0,1202.0,609.0,395.0,517.0,1723.0,1712.0,8355.0,-254.0
Detroit Pistons,82,44,38,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3111.0,7087.0,0.452,740.0,2148.0,0.353,1399.0,2095.0,0.758,1021.0,2777.0,3798.0,1594.0,1110.0,573.0,304.0,366.0,1557.0,1773.0,8361.0,50.0
Golden State Warriors,82,73,9,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3489.0,7159.0,0.452,1077.0,2592.0,0.353,1366.0,1790.0,0.758,816.0,2972.0,3788.0,2373.0,1245.0,689.0,498.0,336.0,1701.0,1627.0,9421.0,882.0
Houston Rockets,82,41,41,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3094.0,6847.0,0.452,878.0,2533.0,0.353,1671.0,2407.0,0.758,930.0,2601.0,3531.0,1821.0,1307.0,821.0,430.0,404.0,1790.0,1847.0,8737.0,16.0
Indiana Pacers,82,45,37,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3142.0,6985.0,0.452,663.0,1889.0,0.353,1430.0,1872.0,0.758,847.0,2779.0,3626.0,1741.0,1219.0,742.0,391.0,366.0,1641.0,1676.0,8377.0,140.0
LA Clippers,82,53,29,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3141.0,6759.0,0.452,797.0,2190.0,0.353,1490.0,2152.0,0.758,721.0,2727.0,3448.0,1873.0,1063.0,709.0,460.0,259.0,1746.0,1842.0,8569.0,351.0
Los Angeles Lakers,82,17,65,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,2880.0,6956.0,0.452,639.0,2016.0,0.353,1583.0,2028.0,0.758,878.0,2645.0,3523.0,1478.0,1124.0,593.0,337.0,458.0,1662.0,1573.0,7982.0,-784.0
Memphis Grizzlies,82,42,40,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3019.0,6859.0,0.452,504.0,1521.0,0.353,1584.0,2024.0,0.758,916.0,2497.0,3413.0,1697.0,1090.0,724.0,350.0,469.0,1783.0,1732.0,8126.0,-184.0
Miami Heat,82,48,34,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3150.0,6697.0,0.452,498.0,1480.0,0.353,1406.0,1889.0,0.758,807.0,2811.0,3618.0,1709.0,1155.0,553.0,531.0,337.0,1502.0,1608.0,8204.0,135.0
Milwaukee Bucks,82,33,49,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3145.0,6740.0,0.452,440.0,1277.0,0.353,1392.0,1863.0,0.758,858.0,2559.0,3417.0,1895.0,1247.0,672.0,475.0,462.0,1695.0,1600.0,8122.0,-343.0
Minnesota Timberwolves,82,29,53,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3095.0,6668.0,0.452,455.0,1347.0,0.353,1753.0,2213.0,0.758,821.0,2587.0,3408.0,1916.0,1231.0,656.0,375.0,427.0,1696.0,1768.0,8398.0,-290.0
New Orleans Pelicans,82,30,52,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3153.0,7040.0,0.452,702.0,1951.0,0.353,1415.0,1823.0,0.758,782.0,2712.0,3494.0,1818.0,1102.0,633.0,342.0,423.0,1713.0,1630.0,8423.0,-311.0
New York Knicks,82,32,50,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3022.0,6886.0,0.452,610.0,1762.0,0.353,1411.0,1753.0,0.758,850.0,2788.0,3638.0,1682.0,1099.0,467.0,466.0,343.0,1616.0,1520.0,8065.0,-224.0
Oklahoma City Thunder,82,55,27,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3372.0,7082.0,0.452,678.0,1945.0,0.353,1616.0,2067.0,0.758,1071.0,2916.0,3987.0,1883.0,1305.0,603.0,487.0,373.0,1691.0,1653.0,9038.0,597.0
Orlando Magic,82,35,47,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3242.0,7120.0,0.452,636.0,1818.0,0.353,1249.0,1649.0,0.758,843.0,2709.0,3552.0,1933.0,1155.0,673.0,417.0,448.0,1701.0,1497.0,8369.0,-133.0
Philadelphia 76ers,82,10,72,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,2970.0,6887.0,0.452,764.0,2255.0,0.353,1284.0,1850.0,0.758,777.0,2605.0,3382.0,1765.0,1343.0,680.0,495.0,466.0,1780.0,1571.0,7988.0,-839.0
Phoenix Suns,82,23,59,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3051.0,7018.0,0.452,738.0,2118.0,0.353,1431.0,1905.0,0.758,943.0,2733.0,3676.0,1701.0,1410.0,632.0,313.0,449.0,1858.0,1770.0,8271.0,-546.0
Portland Trail Blazers,82,44,38,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3167.0,7040.0,0.452,864.0,2336.0,0.353,1424.0,1889.0,0.758,948.0,2782.0,3730.0,1748.0,1200.0,562.0,380.0,424.0,1782.0,1597.0,8622.0,68.0
Sacramento Kings,82,33,49,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3283.0,7083.0,0.452,660.0,1839.0,0.353,1514.0,2089.0,0.758,868.0,2760.0,3628.0,2009.0,1326.0,733.0,368.0,437.0,1676.0,1800.0,8740.0,-203.0
San Antonio Spurs,82,67,15,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3289.0,6797.0,0.452,570.0,1518.0,0.353,1342.0,1672.0,0.758,770.0,2831.0,3601.0,2010.0,1071.0,677.0,485.0,317.0,1433.0,1597.0,8490.0,872.0
Toronto Raptors,82,56,26,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3006.0,6669.0,0.452,708.0,1915.0,0.353,1702.0,2190.0,0.758,836.0,2724.0,3560.0,1536.0,1073.0,636.0,449.0,442.0,1610.0,1801.0,8422.0,369.0
Utah Jazz,82,40,42,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,2957.0,6593.0,0.452,694.0,1956.0,0.353,1402.0,1885.0,0.758,880.0,2665.0,3545.0,1554.0,1224.0,631.0,425.0,385.0,1655.0,1629.0,8010.0,147.0
Washington Wizards,82,41,41,0.5,0.0,0.0,0.0,0.582,0.0,0.0,0.279,0.721,0.5,0.148,0.502,0.541,0.0,0.0,0.0,2015-16,3238.0,7033.0,0.452,709.0,1983.0,0.353,1349.0,1849.0,0.758,743.0,2688.0,3431.0,2005.0,1186.0,708.0,323.0,356.0,1708.0,1651.0,8534.0,-41.0
Atlanta Hawks,82,43,39,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3123.0,6918.0,0.457,729.0,2137.0,0.357,1484.0,2039.0,0.772,842.0,2793.0,3635.0,1938.0,1294.0,672.0,397.0,424.0,1491.0,1768.0,8459.0,-70.0
Boston Celtics,82,53,29,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3168.0,6977.0,0.457,985.0,2741.0,0.357,1536.0,1903.0,0.772,743.0,2698.0,3441.0,2069.0,1088.0,617.0,340.0,425.0,1686.0,1664.0,8857.0,216.0
Brooklyn Nets,82,20,62,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3102.0,6987.0,0.457,877.0,2591.0,0.357,1592.0,2020.0,0.772,721.0,2879.0,3600.0,1756.0,1356.0,593.0,387.0,457.0,1726.0,1671.0,8673.0,-552.0
Charlotte Hornets,82,36,46,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3093.0,7000.0,0.457,824.0,2347.0,0.357,1591.0,1953.0,0.772,721.0,2853.0,3574.0,1891.0,942.0,571.0,390.0,450.0,1360.0,1631.0,8601.0,16.0
Chicago Bulls,82,41,41,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3169.0,7141.0,0.457,623.0,1831.0,0.357,1474.0,1848.0,0.772,999.0,2797.0,3796.0,1851.0,1112.0,643.0,393.0,378.0,1455.0,1541.0,8435.0,35.0
Cleveland Cavaliers,82,51,31,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3275.0,6963.0,0.457,1067.0,2779.0,0.357,1431.0,1913.0,0.772,766.0,2821.0,3587.0,1858.0,1121.0,539.0,327.0,349.0,1486.0,1690.0,9048.0,261.0
Dallas Mavericks,82,33,49,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,2968.0,6750.0,0.457,878.0,2473.0,0.357,1215.0,1516.0,0.772,647.0,2516.0,3163.0,1705.0,972.0,614.0,307.0,280.0,1567.0,1591.0,8029.0,-240.0
Denver Nuggets,82,40,42,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3377.0,7194.0,0.457,870.0,2365.0,0.357,1537.0,1986.0,0.772,966.0,2837.0,3803.0,2077.0,1226.0,568.0,323.0,404.0,1567.0,1653.0,9161.0,42.0
Detroit Pistons,82,37,45,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3269.0,7282.0,0.457,631.0,1915.0,0.357,1140.0,1586.0,0.772,908.0,2838.0,3746.0,1732.0,973.0,574.0,310.0,339.0,1467.0,1434.0,8309.0,-92.0
Golden State Warriors,82,67,15,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3532.0,7140.0,0.457,982.0,2562.0,0.357,1457.0,1850.0,0.772,770.0,2873.0,3643.0,2491.0,1211.0,785.0,555.0,313.0,1585.0,1588.0,9503.0,954.0
Houston Rockets,82,55,27,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3305.0,7152.0,0.457,1181.0,3306.0,0.357,1667.0,2177.0,0.772,892.0,2746.0,3638.0,2070.0,1240.0,670.0,352.0,409.0,1634.0,1674.0,9458.0,473.0
Indiana Pacers,82,42,40,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3221.0,6931.0,0.457,709.0,1885.0,0.357,1467.0,1811.0,0.772,742.0,2702.0,3444.0,1844.0,1130.0,669.0,409.0,407.0,1597.0,1599.0,8618.0,-18.0
LA Clippers,82,51,31,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3242.0,6820.0,0.457,841.0,2245.0,0.357,1586.0,2128.0,0.772,738.0,2790.0,3528.0,1848.0,1062.0,612.0,347.0,258.0,1626.0,1835.0,8911.0,352.0
Los Angeles Lakers,82,26,56,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,3224.0,7164.0,0.457,730.0,2110.0,0.357,1397.0,1853.0,0.772,933.0,2636.0,3569.0,1716.0,1243.0,674.0,320.0,440.0,1698.0,1520.0,8575.0,-564.0
Memphis Grizzlies,82,43,39,0.5,0.0,0.0,0.0,0.579,0.0,0.0,0.276,0.724,0.5,0.143,0.514,0.552,0.0,0.0,0.0,2016-17,2984.0,6854.0,0.457,767.0,2169.0,0.357,1504.0,1918.0,0.772,886.0,2621.0,3507.0,1744.0,1059.0,653.0,344.0,410.0,1840.0,1708.0,8239.0,40.0
